config,family,k_mode,K,shape,beta,dead_zone,floor,ceiling,sat_A,games,brier,log_loss,accuracy
linear_b6_dz0.00_f0.50-c2.00|norm,Bounded SRDiff,normalized,62.342,linear,6,0.0,0.5,2.0,,11426,0.18617,0.54832,0.71337
linear_b6_dz0.00_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.5,2.0,,11426,0.188639,0.555674,0.70742
linear_b6_dz0.00_f0.50-c2.25|norm,Bounded SRDiff,normalized,60.593,linear,6,0.0,0.5,2.25,,11426,0.185967,0.547865,0.71381
linear_b6_dz0.00_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.5,2.25,,11426,0.188211,0.554489,0.70838
linear_b6_dz0.00_f0.50-c2.50|norm,Bounded SRDiff,normalized,59.604,linear,6,0.0,0.5,2.5,,11426,0.185855,0.547627,0.71477
linear_b6_dz0.00_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.5,2.5,,11426,0.187953,0.553772,0.70943
linear_b6_dz0.00_f0.60-c1.50|norm,Bounded SRDiff,normalized,69.54,linear,6,0.0,0.6,1.5,,11426,0.186891,0.550043,0.71232
linear_b6_dz0.00_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.6,1.5,,11426,0.190373,0.560484,0.70462
linear_b6_dz0.00_f0.60-c1.75|norm,Bounded SRDiff,normalized,64.791,linear,6,0.0,0.6,1.75,,11426,0.186408,0.548866,0.7132
linear_b6_dz0.00_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.6,1.75,,11426,0.18926,0.557431,0.70733
linear_b6_dz0.00_f0.60-c2.00|norm,Bounded SRDiff,normalized,61.944,linear,6,0.0,0.6,2.0,,11426,0.18613,0.548207,0.71311
linear_b6_dz0.00_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.6,2.0,,11426,0.188593,0.555575,0.70742
linear_b6_dz0.00_f0.60-c2.25|norm,Bounded SRDiff,normalized,60.218,linear,6,0.0,0.6,2.25,,11426,0.18592,0.547735,0.71416
linear_b6_dz0.00_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.6,2.25,,11426,0.188161,0.554378,0.70865
linear_b6_dz0.00_f0.60-c2.50|norm,Bounded SRDiff,normalized,59.24,linear,6,0.0,0.6,2.5,,11426,0.185805,0.547485,0.71504
linear_b6_dz0.00_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.6,2.5,,11426,0.187899,0.553653,0.709
linear_b6_dz0.00_f0.70-c1.50|norm,Bounded SRDiff,normalized,68.868,linear,6,0.0,0.7,1.5,,11426,0.186906,0.550065,0.71162
linear_b6_dz0.00_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.7,1.5,,11426,0.190352,0.56044,0.70532
linear_b6_dz0.00_f0.70-c1.75|norm,Bounded SRDiff,normalized,64.207,linear,6,0.0,0.7,1.75,,11426,0.186397,0.548821,0.71337
linear_b6_dz0.00_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.7,1.75,,11426,0.189225,0.557353,0.70716
linear_b6_dz0.00_f0.70-c2.00|norm,Bounded SRDiff,normalized,61.41,linear,6,0.0,0.7,2.0,,11426,0.186105,0.548122,0.71372
linear_b6_dz0.00_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.7,2.0,,11426,0.188549,0.555474,0.7083
linear_b6_dz0.00_f0.70-c2.25|norm,Bounded SRDiff,normalized,59.713,linear,6,0.0,0.7,2.25,,11426,0.185886,0.547625,0.71372
linear_b6_dz0.00_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.7,2.25,,11426,0.188111,0.554262,0.70873
linear_b6_dz0.00_f0.70-c2.50|norm,Bounded SRDiff,normalized,58.752,linear,6,0.0,0.7,2.5,,11426,0.185764,0.547357,0.71495
linear_b6_dz0.00_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.7,2.5,,11426,0.187845,0.553526,0.70891
linear_b6_dz0.00_f0.75-c1.50|norm,Bounded SRDiff,normalized,68.456,linear,6,0.0,0.75,1.5,,11426,0.186934,0.550125,0.71083
linear_b6_dz0.00_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.75,1.5,,11426,0.190351,0.560436,0.70532
linear_b6_dz0.00_f0.75-c1.75|norm,Bounded SRDiff,normalized,63.849,linear,6,0.0,0.75,1.75,,11426,0.186409,0.548837,0.71355
linear_b6_dz0.00_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.75,1.75,,11426,0.189215,0.557329,0.70707
linear_b6_dz0.00_f0.75-c2.00|norm,Bounded SRDiff,normalized,61.082,linear,6,0.0,0.75,2.0,,11426,0.186107,0.548111,0.71276
linear_b6_dz0.00_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.75,2.0,,11426,0.188534,0.555436,0.70795
linear_b6_dz0.00_f0.75-c2.25|norm,Bounded SRDiff,normalized,59.403,linear,6,0.0,0.75,2.25,,11426,0.185882,0.547598,0.71399
linear_b6_dz0.00_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.75,2.25,,11426,0.188092,0.554214,0.70821
linear_b6_dz0.00_f0.75-c2.50|norm,Bounded SRDiff,normalized,58.452,linear,6,0.0,0.75,2.5,,11426,0.185756,0.547319,0.71477
linear_b6_dz0.00_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.0,0.75,2.5,,11426,0.187823,0.553472,0.70926
linear_b6_dz0.01_f0.50-c1.50|norm,Bounded SRDiff,normalized,70.382,linear,6,0.01,0.5,1.5,,11426,0.186827,0.549842,0.71206
linear_b6_dz0.01_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.5,1.5,,11426,0.190436,0.560645,0.70436
linear_b6_dz0.01_f0.50-c1.75|norm,Bounded SRDiff,normalized,65.92,linear,6,0.01,0.5,1.75,,11426,0.186354,0.548699,0.71355
linear_b6_dz0.01_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.5,1.75,,11426,0.189367,0.557723,0.70751
linear_b6_dz0.01_f0.50-c2.00|norm,Bounded SRDiff,normalized,63.241,linear,6,0.01,0.5,2.0,,11426,0.186083,0.548057,0.71329
linear_b6_dz0.01_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.5,2.0,,11426,0.188728,0.555947,0.70716
linear_b6_dz0.01_f0.50-c2.25|norm,Bounded SRDiff,normalized,61.638,linear,6,0.01,0.5,2.25,,11426,0.185895,0.54764,0.71381
linear_b6_dz0.01_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.5,2.25,,11426,0.188323,0.554826,0.70856
linear_b6_dz0.01_f0.50-c2.50|norm,Bounded SRDiff,normalized,60.721,linear,6,0.01,0.5,2.5,,11426,0.185785,0.547405,0.71425
linear_b6_dz0.01_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.5,2.5,,11426,0.188073,0.554135,0.70961
linear_b6_dz0.01_f0.60-c1.50|norm,Bounded SRDiff,normalized,69.947,linear,6,0.01,0.6,1.5,,11426,0.186819,0.549829,0.71267
linear_b6_dz0.01_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.6,1.5,,11426,0.190414,0.560608,0.70436
linear_b6_dz0.01_f0.60-c1.75|norm,Bounded SRDiff,normalized,65.539,linear,6,0.01,0.6,1.75,,11426,0.186333,0.548648,0.71311
linear_b6_dz0.01_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.6,1.75,,11426,0.189337,0.557666,0.70725
linear_b6_dz0.01_f0.60-c2.00|norm,Bounded SRDiff,normalized,62.891,linear,6,0.01,0.6,2.0,,11426,0.186054,0.547985,0.7132
linear_b6_dz0.01_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.6,2.0,,11426,0.188693,0.555876,0.70821
linear_b6_dz0.01_f0.60-c2.25|norm,Bounded SRDiff,normalized,61.305,linear,6,0.01,0.6,2.25,,11426,0.185861,0.547553,0.71407
linear_b6_dz0.01_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.6,2.25,,11426,0.188284,0.554746,0.70891
linear_b6_dz0.01_f0.60-c2.50|norm,Bounded SRDiff,normalized,60.397,linear,6,0.01,0.6,2.5,,11426,0.185748,0.547309,0.71442
linear_b6_dz0.01_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.6,2.5,,11426,0.188031,0.554049,0.70961
linear_b6_dz0.01_f0.70-c1.50|norm,Bounded SRDiff,normalized,69.385,linear,6,0.01,0.7,1.5,,11426,0.186837,0.549869,0.71189
linear_b6_dz0.01_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.7,1.5,,11426,0.190397,0.560579,0.70497
linear_b6_dz0.01_f0.70-c1.75|norm,Bounded SRDiff,normalized,65.045,linear,6,0.01,0.7,1.75,,11426,0.186331,0.548633,0.71329
linear_b6_dz0.01_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.7,1.75,,11426,0.189309,0.557609,0.70725
linear_b6_dz0.01_f0.70-c2.00|norm,Bounded SRDiff,normalized,62.435,linear,6,0.01,0.7,2.0,,11426,0.18604,0.547937,0.71276
linear_b6_dz0.01_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.7,2.0,,11426,0.188657,0.555799,0.70812
linear_b6_dz0.01_f0.70-c2.25|norm,Bounded SRDiff,normalized,60.873,linear,6,0.01,0.7,2.25,,11426,0.185839,0.547484,0.7139
linear_b6_dz0.01_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.7,2.25,,11426,0.188243,0.554656,0.70856
linear_b6_dz0.01_f0.70-c2.50|norm,Bounded SRDiff,normalized,59.977,linear,6,0.01,0.7,2.5,,11426,0.18572,0.547225,0.71399
linear_b6_dz0.01_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.7,2.5,,11426,0.187987,0.553951,0.70908
linear_b6_dz0.01_f0.75-c1.50|norm,Bounded SRDiff,normalized,69.034,linear,6,0.01,0.75,1.5,,11426,0.186862,0.549924,0.7111
linear_b6_dz0.01_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.75,1.5,,11426,0.190394,0.560573,0.7055
linear_b6_dz0.01_f0.75-c1.75|norm,Bounded SRDiff,normalized,64.736,linear,6,0.01,0.75,1.75,,11426,0.186342,0.548652,0.71294
linear_b6_dz0.01_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.75,1.75,,11426,0.189299,0.557586,0.70742
linear_b6_dz0.01_f0.75-c2.00|norm,Bounded SRDiff,normalized,62.151,linear,6,0.01,0.75,2.0,,11426,0.186043,0.547934,0.71267
linear_b6_dz0.01_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.75,2.0,,11426,0.188642,0.555766,0.70777
linear_b6_dz0.01_f0.75-c2.25|norm,Bounded SRDiff,normalized,60.602,linear,6,0.01,0.75,2.25,,11426,0.185836,0.547466,0.71364
linear_b6_dz0.01_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.75,2.25,,11426,0.188225,0.554614,0.70812
linear_b6_dz0.01_f0.75-c2.50|norm,Bounded SRDiff,normalized,59.715,linear,6,0.01,0.75,2.5,,11426,0.185714,0.547197,0.71434
linear_b6_dz0.01_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.01,0.75,2.5,,11426,0.187967,0.553904,0.70891
linear_b6_dz0.02_f0.50-c1.50|norm,Bounded SRDiff,normalized,70.806,linear,6,0.02,0.5,1.5,,11426,0.186779,0.549695,0.71215
linear_b6_dz0.02_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.5,1.5,,11426,0.190499,0.560832,0.70392
linear_b6_dz0.02_f0.50-c1.75|norm,Bounded SRDiff,normalized,66.677,linear,6,0.02,0.5,1.75,,11426,0.186313,0.548565,0.71294
linear_b6_dz0.02_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.5,1.75,,11426,0.189473,0.558032,0.70628
linear_b6_dz0.02_f0.50-c2.00|norm,Bounded SRDiff,normalized,64.184,linear,6,0.02,0.5,2.0,,11426,0.186038,0.547915,0.71346
linear_b6_dz0.02_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.5,2.0,,11426,0.188856,0.556322,0.70663
linear_b6_dz0.02_f0.50-c2.25|norm,Bounded SRDiff,normalized,62.73,linear,6,0.02,0.5,2.25,,11426,0.185865,0.54753,0.71355
linear_b6_dz0.02_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.5,2.25,,11426,0.188474,0.555261,0.7083
linear_b6_dz0.02_f0.50-c2.50|norm,Bounded SRDiff,normalized,61.873,linear,6,0.02,0.5,2.5,,11426,0.185757,0.547299,0.71399
linear_b6_dz0.02_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.5,2.5,,11426,0.188232,0.554599,0.709
linear_b6_dz0.02_f0.60-c1.50|norm,Bounded SRDiff,normalized,70.429,linear,6,0.02,0.6,1.5,,11426,0.186775,0.549692,0.71232
linear_b6_dz0.02_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.6,1.5,,11426,0.190483,0.560808,0.70436
linear_b6_dz0.02_f0.60-c1.75|norm,Bounded SRDiff,normalized,66.343,linear,6,0.02,0.6,1.75,,11426,0.1863,0.548533,0.7132
linear_b6_dz0.02_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.6,1.75,,11426,0.189451,0.557992,0.70663
linear_b6_dz0.02_f0.60-c2.00|norm,Bounded SRDiff,normalized,63.874,linear,6,0.02,0.6,2.0,,11426,0.186018,0.547866,0.71294
linear_b6_dz0.02_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.6,2.0,,11426,0.188829,0.55627,0.70725
linear_b6_dz0.02_f0.60-c2.25|norm,Bounded SRDiff,normalized,62.434,linear,6,0.02,0.6,2.25,,11426,0.185842,0.547469,0.71346
linear_b6_dz0.02_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.6,2.25,,11426,0.188444,0.555202,0.70803
linear_b6_dz0.02_f0.60-c2.50|norm,Bounded SRDiff,normalized,61.585,linear,6,0.02,0.6,2.5,,11426,0.18573,0.547231,0.71337
linear_b6_dz0.02_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.6,2.5,,11426,0.1882,0.554536,0.70838
linear_b6_dz0.02_f0.70-c1.50|norm,Bounded SRDiff,normalized,69.95,linear,6,0.02,0.7,1.5,,11426,0.186799,0.549754,0.71224
linear_b6_dz0.02_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.7,1.5,,11426,0.190474,0.560798,0.70497
linear_b6_dz0.02_f0.70-c1.75|norm,Bounded SRDiff,normalized,65.917,linear,6,0.02,0.7,1.75,,11426,0.186306,0.548549,0.71206
linear_b6_dz0.02_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.7,1.75,,11426,0.189432,0.557959,0.70637
linear_b6_dz0.02_f0.70-c2.00|norm,Bounded SRDiff,normalized,63.479,linear,6,0.02,0.7,2.0,,11426,0.186015,0.547854,0.71294
linear_b6_dz0.02_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.7,2.0,,11426,0.188804,0.556222,0.70672
linear_b6_dz0.02_f0.70-c2.25|norm,Bounded SRDiff,normalized,62.056,linear,6,0.02,0.7,2.25,,11426,0.185831,0.547438,0.7139
linear_b6_dz0.02_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.7,2.25,,11426,0.188414,0.555143,0.70795
linear_b6_dz0.02_f0.70-c2.50|norm,Bounded SRDiff,normalized,61.218,linear,6,0.02,0.7,2.5,,11426,0.185715,0.547188,0.71337
linear_b6_dz0.02_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.7,2.5,,11426,0.188167,0.55447,0.70812
linear_b6_dz0.02_f0.75-c1.50|norm,Bounded SRDiff,normalized,69.654,linear,6,0.02,0.75,1.5,,11426,0.186822,0.549811,0.71189
linear_b6_dz0.02_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.75,1.5,,11426,0.190472,0.560796,0.70497
linear_b6_dz0.02_f0.75-c1.75|norm,Bounded SRDiff,normalized,65.655,linear,6,0.02,0.75,1.75,,11426,0.186318,0.548577,0.71224
linear_b6_dz0.02_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.75,1.75,,11426,0.189423,0.557943,0.70646
linear_b6_dz0.02_f0.75-c2.00|norm,Bounded SRDiff,normalized,63.235,linear,6,0.02,0.75,2.0,,11426,0.18602,0.547863,0.71259
linear_b6_dz0.02_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.75,2.0,,11426,0.188792,0.556197,0.70751
linear_b6_dz0.02_f0.75-c2.25|norm,Bounded SRDiff,normalized,61.824,linear,6,0.02,0.75,2.25,,11426,0.185832,0.547435,0.71355
linear_b6_dz0.02_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.75,2.25,,11426,0.188399,0.555112,0.70777
linear_b6_dz0.02_f0.75-c2.50|norm,Bounded SRDiff,normalized,60.992,linear,6,0.02,0.75,2.5,,11426,0.185713,0.547178,0.71329
linear_b6_dz0.02_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.02,0.75,2.5,,11426,0.188151,0.554434,0.70856
linear_b6_dz0.03_f0.50-c1.50|norm,Bounded SRDiff,normalized,71.295,linear,6,0.03,0.5,1.5,,11426,0.186748,0.54959,0.71285
linear_b6_dz0.03_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.5,1.5,,11426,0.190576,0.561052,0.70462
linear_b6_dz0.03_f0.50-c1.75|norm,Bounded SRDiff,normalized,67.472,linear,6,0.03,0.5,1.75,,11426,0.186309,0.548513,0.71224
linear_b6_dz0.03_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.5,1.75,,11426,0.189609,0.55841,0.7055
linear_b6_dz0.03_f0.50-c2.00|norm,Bounded SRDiff,normalized,65.154,linear,6,0.03,0.5,2.0,,11426,0.186027,0.547853,0.7132
linear_b6_dz0.03_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.5,2.0,,11426,0.189012,0.556762,0.70593
linear_b6_dz0.03_f0.50-c2.25|norm,Bounded SRDiff,normalized,63.843,linear,6,0.03,0.5,2.25,,11426,0.185866,0.54749,0.71416
linear_b6_dz0.03_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.5,2.25,,11426,0.188647,0.555753,0.70777
linear_b6_dz0.03_f0.50-c2.50|norm,Bounded SRDiff,normalized,63.048,linear,6,0.03,0.5,2.5,,11426,0.185756,0.547255,0.71302
linear_b6_dz0.03_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.5,2.5,,11426,0.188413,0.555117,0.70786
linear_b6_dz0.03_f0.60-c1.50|norm,Bounded SRDiff,normalized,70.967,linear,6,0.03,0.6,1.5,,11426,0.186748,0.549596,0.71162
linear_b6_dz0.03_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.6,1.5,,11426,0.190569,0.561047,0.7048
linear_b6_dz0.03_f0.60-c1.75|norm,Bounded SRDiff,normalized,67.178,linear,6,0.03,0.6,1.75,,11426,0.1863,0.548497,0.71189
linear_b6_dz0.03_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.6,1.75,,11426,0.189596,0.55839,0.70576
linear_b6_dz0.03_f0.60-c2.00|norm,Bounded SRDiff,normalized,64.88,linear,6,0.03,0.6,2.0,,11426,0.186015,0.547822,0.71302
linear_b6_dz0.03_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.6,2.0,,11426,0.188995,0.556733,0.70558
linear_b6_dz0.03_f0.60-c2.25|norm,Bounded SRDiff,normalized,63.579,linear,6,0.03,0.6,2.25,,11426,0.185851,0.547451,0.71442
linear_b6_dz0.03_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.6,2.25,,11426,0.188628,0.555718,0.70698
linear_b6_dz0.03_f0.60-c2.50|norm,Bounded SRDiff,normalized,62.791,linear,6,0.03,0.6,2.5,,11426,0.185738,0.547211,0.71407
linear_b6_dz0.03_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.6,2.5,,11426,0.188392,0.555078,0.70751
linear_b6_dz0.03_f0.70-c1.50|norm,Bounded SRDiff,normalized,70.547,linear,6,0.03,0.7,1.5,,11426,0.186769,0.549659,0.71145
linear_b6_dz0.03_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.7,1.5,,11426,0.190561,0.561043,0.70488
linear_b6_dz0.03_f0.70-c1.75|norm,Bounded SRDiff,normalized,66.802,linear,6,0.03,0.7,1.75,,11426,0.186308,0.548523,0.71189
linear_b6_dz0.03_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.7,1.75,,11426,0.18958,0.558368,0.70497
linear_b6_dz0.03_f0.70-c2.00|norm,Bounded SRDiff,normalized,64.529,linear,6,0.03,0.7,2.0,,11426,0.186014,0.547826,0.7132
linear_b6_dz0.03_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.7,2.0,,11426,0.188974,0.556699,0.70593
linear_b6_dz0.03_f0.70-c2.25|norm,Bounded SRDiff,normalized,63.243,linear,6,0.03,0.7,2.25,,11426,0.185844,0.54744,0.7139
linear_b6_dz0.03_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.7,2.25,,11426,0.188604,0.555675,0.70716
linear_b6_dz0.03_f0.70-c2.50|norm,Bounded SRDiff,normalized,62.463,linear,6,0.03,0.7,2.5,,11426,0.185728,0.54719,0.7139
linear_b6_dz0.03_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.7,2.5,,11426,0.188366,0.555031,0.7076
linear_b6_dz0.03_f0.75-c1.50|norm,Bounded SRDiff,normalized,70.297,linear,6,0.03,0.75,1.5,,11426,0.186794,0.54972,0.71154
linear_b6_dz0.03_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.75,1.5,,11426,0.190562,0.561049,0.70523
linear_b6_dz0.03_f0.75-c1.75|norm,Bounded SRDiff,normalized,66.577,linear,6,0.03,0.75,1.75,,11426,0.186323,0.548559,0.71197
linear_b6_dz0.03_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.75,1.75,,11426,0.189576,0.558362,0.70541
linear_b6_dz0.03_f0.75-c2.00|norm,Bounded SRDiff,normalized,64.319,linear,6,0.03,0.75,2.0,,11426,0.186023,0.547848,0.71329
linear_b6_dz0.03_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.75,2.0,,11426,0.188967,0.556685,0.70593
linear_b6_dz0.03_f0.75-c2.25|norm,Bounded SRDiff,normalized,63.041,linear,6,0.03,0.75,2.25,,11426,0.18585,0.547451,0.71355
linear_b6_dz0.03_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.75,2.25,,11426,0.188594,0.555657,0.70716
linear_b6_dz0.03_f0.75-c2.50|norm,Bounded SRDiff,normalized,62.266,linear,6,0.03,0.75,2.5,,11426,0.185731,0.547195,0.7139
linear_b6_dz0.03_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.03,0.75,2.5,,11426,0.188355,0.555009,0.70716
linear_b6_dz0.04_f0.50-c1.50|norm,Bounded SRDiff,normalized,71.843,linear,6,0.04,0.5,1.5,,11426,0.186743,0.54955,0.71329
linear_b6_dz0.04_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.5,1.5,,11426,0.190674,0.561326,0.70427
linear_b6_dz0.04_f0.50-c1.75|norm,Bounded SRDiff,normalized,68.302,linear,6,0.04,0.5,1.75,,11426,0.186319,0.548509,0.71145
linear_b6_dz0.04_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.5,1.75,,11426,0.189758,0.558824,0.70471
linear_b6_dz0.04_f0.50-c2.00|norm,Bounded SRDiff,normalized,66.171,linear,6,0.04,0.5,2.0,,11426,0.186033,0.54784,0.71355
linear_b6_dz0.04_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.5,2.0,,11426,0.189179,0.557237,0.70506
linear_b6_dz0.04_f0.50-c2.25|norm,Bounded SRDiff,normalized,64.97,linear,6,0.04,0.5,2.25,,11426,0.185876,0.547486,0.71425
linear_b6_dz0.04_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.5,2.25,,11426,0.188828,0.55627,0.70751
linear_b6_dz0.04_f0.50-c2.50|norm,Bounded SRDiff,normalized,64.236,linear,6,0.04,0.5,2.5,,11426,0.185769,0.547257,0.71346
linear_b6_dz0.04_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.5,2.5,,11426,0.188606,0.55567,0.70733
linear_b6_dz0.04_f0.60-c1.50|norm,Bounded SRDiff,normalized,71.565,linear,6,0.04,0.6,1.5,,11426,0.186738,0.549544,0.71241
linear_b6_dz0.04_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.6,1.5,,11426,0.190666,0.561318,0.70445
linear_b6_dz0.04_f0.60-c1.75|norm,Bounded SRDiff,normalized,68.05,linear,6,0.04,0.6,1.75,,11426,0.186308,0.548486,0.71162
linear_b6_dz0.04_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.6,1.75,,11426,0.189745,0.558805,0.70488
linear_b6_dz0.04_f0.60-c2.00|norm,Bounded SRDiff,normalized,65.935,linear,6,0.04,0.6,2.0,,11426,0.186018,0.547807,0.7132
linear_b6_dz0.04_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.6,2.0,,11426,0.189164,0.55721,0.70497
linear_b6_dz0.04_f0.60-c2.25|norm,Bounded SRDiff,normalized,64.742,linear,6,0.04,0.6,2.25,,11426,0.18586,0.547446,0.7139
linear_b6_dz0.04_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.6,2.25,,11426,0.188811,0.556239,0.70672
linear_b6_dz0.04_f0.60-c2.50|norm,Bounded SRDiff,normalized,64.013,linear,6,0.04,0.6,2.5,,11426,0.185751,0.547212,0.7139
linear_b6_dz0.04_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.6,2.5,,11426,0.188587,0.555636,0.70795
linear_b6_dz0.04_f0.70-c1.50|norm,Bounded SRDiff,normalized,71.199,linear,6,0.04,0.7,1.5,,11426,0.186762,0.549611,0.71154
