config,family,k_mode,K,shape,beta,dead_zone,floor,ceiling,sat_A,games,brier,log_loss,accuracy
linear_b6_dz0.04_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.7,1.5,,11426,0.190666,0.561328,0.70427
linear_b6_dz0.04_f0.70-c1.75|norm,Bounded SRDiff,normalized,67.72,linear,6,0.04,0.7,1.75,,11426,0.186321,0.548524,0.71154
linear_b6_dz0.04_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.7,1.75,,11426,0.189738,0.5588,0.7048
linear_b6_dz0.04_f0.70-c2.00|norm,Bounded SRDiff,normalized,65.625,linear,6,0.04,0.7,2.0,,11426,0.186025,0.547827,0.71329
linear_b6_dz0.04_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.7,2.0,,11426,0.189152,0.557195,0.70506
linear_b6_dz0.04_f0.70-c2.25|norm,Bounded SRDiff,normalized,64.443,linear,6,0.04,0.7,2.25,,11426,0.185862,0.547455,0.71451
linear_b6_dz0.04_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.7,2.25,,11426,0.188798,0.556218,0.70681
linear_b6_dz0.04_f0.70-c2.50|norm,Bounded SRDiff,normalized,63.721,linear,6,0.04,0.7,2.5,,11426,0.185751,0.547215,0.71329
linear_b6_dz0.04_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.7,2.5,,11426,0.188572,0.555611,0.70768
linear_b6_dz0.04_f0.75-c1.50|norm,Bounded SRDiff,normalized,70.98,linear,6,0.04,0.75,1.5,,11426,0.186783,0.549669,0.71127
linear_b6_dz0.04_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.75,1.5,,11426,0.190666,0.561337,0.70445
linear_b6_dz0.04_f0.75-c1.75|norm,Bounded SRDiff,normalized,67.522,linear,6,0.04,0.75,1.75,,11426,0.186335,0.548563,0.71145
linear_b6_dz0.04_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.75,1.75,,11426,0.189735,0.558799,0.70488
linear_b6_dz0.04_f0.75-c2.00|norm,Bounded SRDiff,normalized,65.438,linear,6,0.04,0.75,2.0,,11426,0.186034,0.547853,0.71302
linear_b6_dz0.04_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.75,2.0,,11426,0.189146,0.557188,0.70506
linear_b6_dz0.04_f0.75-c2.25|norm,Bounded SRDiff,normalized,64.264,linear,6,0.04,0.75,2.25,,11426,0.185868,0.547473,0.71407
linear_b6_dz0.04_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.75,2.25,,11426,0.18879,0.556207,0.70663
linear_b6_dz0.04_f0.75-c2.50|norm,Bounded SRDiff,normalized,63.546,linear,6,0.04,0.75,2.5,,11426,0.185755,0.547229,0.71329
linear_b6_dz0.04_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.04,0.75,2.5,,11426,0.188563,0.555597,0.70742
linear_b6_dz0.05_f0.50-c1.50|norm,Bounded SRDiff,normalized,72.438,linear,6,0.05,0.5,1.5,,11426,0.186768,0.549593,0.71215
linear_b6_dz0.05_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.5,1.5,,11426,0.190794,0.561664,0.70418
linear_b6_dz0.05_f0.50-c1.75|norm,Bounded SRDiff,normalized,69.168,linear,6,0.05,0.5,1.75,,11426,0.186339,0.548541,0.71171
linear_b6_dz0.05_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.5,1.75,,11426,0.189912,0.559263,0.70488
linear_b6_dz0.05_f0.50-c2.00|norm,Bounded SRDiff,normalized,67.215,linear,6,0.05,0.5,2.0,,11426,0.186061,0.547895,0.71425
linear_b6_dz0.05_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.5,2.0,,11426,0.18936,0.557755,0.70506
linear_b6_dz0.05_f0.50-c2.25|norm,Bounded SRDiff,normalized,66.106,linear,6,0.05,0.5,2.25,,11426,0.185903,0.547537,0.71346
linear_b6_dz0.05_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.5,2.25,,11426,0.189022,0.556827,0.70611
linear_b6_dz0.05_f0.50-c2.50|norm,Bounded SRDiff,normalized,65.439,linear,6,0.05,0.5,2.5,,11426,0.185802,0.547316,0.71302
linear_b6_dz0.05_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.5,2.5,,11426,0.188813,0.556266,0.7069
linear_b6_dz0.05_f0.60-c1.50|norm,Bounded SRDiff,normalized,72.214,linear,6,0.05,0.6,1.5,,11426,0.186769,0.549595,0.71154
linear_b6_dz0.05_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.6,1.5,,11426,0.190792,0.561663,0.70453
linear_b6_dz0.05_f0.60-c1.75|norm,Bounded SRDiff,normalized,68.963,linear,6,0.05,0.6,1.75,,11426,0.186335,0.548531,0.71206
linear_b6_dz0.05_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.6,1.75,,11426,0.189906,0.559254,0.7041
linear_b6_dz0.05_f0.60-c2.00|norm,Bounded SRDiff,normalized,67.022,linear,6,0.05,0.6,2.0,,11426,0.186055,0.547878,0.71364
linear_b6_dz0.05_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.6,2.0,,11426,0.189352,0.557741,0.70523
linear_b6_dz0.05_f0.60-c2.25|norm,Bounded SRDiff,normalized,65.92,linear,6,0.05,0.6,2.25,,11426,0.185895,0.547515,0.7132
linear_b6_dz0.05_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.6,2.25,,11426,0.189012,0.55681,0.70585
linear_b6_dz0.05_f0.60-c2.50|norm,Bounded SRDiff,normalized,65.256,linear,6,0.05,0.6,2.5,,11426,0.185793,0.547291,0.71267
linear_b6_dz0.05_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.6,2.5,,11426,0.188803,0.556247,0.70725
linear_b6_dz0.05_f0.70-c1.50|norm,Bounded SRDiff,normalized,71.895,linear,6,0.05,0.7,1.5,,11426,0.186786,0.549647,0.71136
linear_b6_dz0.05_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.7,1.5,,11426,0.190794,0.561678,0.70436
linear_b6_dz0.05_f0.70-c1.75|norm,Bounded SRDiff,normalized,68.673,linear,6,0.05,0.7,1.75,,11426,0.186344,0.548561,0.71171
linear_b6_dz0.05_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.7,1.75,,11426,0.189903,0.559256,0.70401
linear_b6_dz0.05_f0.70-c2.00|norm,Bounded SRDiff,normalized,66.747,linear,6,0.05,0.7,2.0,,11426,0.186059,0.547894,0.71294
linear_b6_dz0.05_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.7,2.0,,11426,0.189346,0.557735,0.70506
linear_b6_dz0.05_f0.70-c2.25|norm,Bounded SRDiff,normalized,65.654,linear,6,0.05,0.7,2.25,,11426,0.185897,0.547523,0.71311
linear_b6_dz0.05_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.7,2.25,,11426,0.189003,0.5568,0.70523
linear_b6_dz0.05_f0.70-c2.50|norm,Bounded SRDiff,normalized,64.995,linear,6,0.05,0.7,2.5,,11426,0.185793,0.547294,0.71224
linear_b6_dz0.05_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.7,2.5,,11426,0.188793,0.556233,0.70637
linear_b6_dz0.05_f0.75-c1.50|norm,Bounded SRDiff,normalized,71.704,linear,6,0.05,0.75,1.5,,11426,0.186806,0.549701,0.71101
linear_b6_dz0.05_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.75,1.5,,11426,0.190796,0.561689,0.70401
linear_b6_dz0.05_f0.75-c1.75|norm,Bounded SRDiff,normalized,68.498,linear,6,0.05,0.75,1.75,,11426,0.186359,0.548601,0.71206
linear_b6_dz0.05_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.75,1.75,,11426,0.189902,0.55926,0.70445
linear_b6_dz0.05_f0.75-c2.00|norm,Bounded SRDiff,normalized,66.582,linear,6,0.05,0.75,2.0,,11426,0.18607,0.547924,0.71302
linear_b6_dz0.05_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.75,2.0,,11426,0.189342,0.557733,0.70532
linear_b6_dz0.05_f0.75-c2.25|norm,Bounded SRDiff,normalized,65.495,linear,6,0.05,0.75,2.25,,11426,0.185905,0.547546,0.71311
linear_b6_dz0.05_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.75,2.25,,11426,0.188999,0.556795,0.70523
linear_b6_dz0.05_f0.75-c2.50|norm,Bounded SRDiff,normalized,64.839,linear,6,0.05,0.75,2.5,,11426,0.1858,0.547314,0.71285
linear_b6_dz0.05_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,6,0.05,0.75,2.5,,11426,0.188788,0.556226,0.70637
linear_b7_dz0.00_f0.50-c1.50|norm,Bounded SRDiff,normalized,69.815,linear,7,0.0,0.5,1.5,,11426,0.186981,0.550311,0.71197
linear_b7_dz0.00_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.5,1.5,,11426,0.190389,0.560494,0.70383
linear_b7_dz0.00_f0.50-c1.75|norm,Bounded SRDiff,normalized,64.434,linear,7,0.0,0.5,1.75,,11426,0.186579,0.549323,0.71346
linear_b7_dz0.00_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.5,1.75,,11426,0.18926,0.557363,0.70698
linear_b7_dz0.00_f0.50-c2.00|norm,Bounded SRDiff,normalized,61.028,linear,7,0.0,0.5,2.0,,11426,0.186281,0.548632,0.7132
linear_b7_dz0.00_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.5,2.0,,11426,0.188511,0.555278,0.70795
linear_b7_dz0.00_f0.50-c2.25|norm,Bounded SRDiff,normalized,58.831,linear,7,0.0,0.5,2.25,,11426,0.186096,0.548216,0.71434
linear_b7_dz0.00_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.5,2.25,,11426,0.188039,0.553951,0.7083
linear_b7_dz0.00_f0.50-c2.50|norm,Bounded SRDiff,normalized,57.425,linear,7,0.0,0.5,2.5,,11426,0.185959,0.547931,0.71547
linear_b7_dz0.00_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.5,2.5,,11426,0.187725,0.553076,0.71031
linear_b7_dz0.00_f0.60-c1.50|norm,Bounded SRDiff,normalized,69.211,linear,7,0.0,0.6,1.5,,11426,0.186956,0.550236,0.71215
linear_b7_dz0.00_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.6,1.5,,11426,0.190352,0.560416,0.70523
linear_b7_dz0.00_f0.60-c1.75|norm,Bounded SRDiff,normalized,63.919,linear,7,0.0,0.6,1.75,,11426,0.186533,0.549191,0.71381
linear_b7_dz0.00_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.6,1.75,,11426,0.18921,0.557252,0.70742
linear_b7_dz0.00_f0.60-c2.00|norm,Bounded SRDiff,normalized,60.565,linear,7,0.0,0.6,2.0,,11426,0.186223,0.548465,0.71285
linear_b7_dz0.00_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.6,2.0,,11426,0.188452,0.555144,0.70847
linear_b7_dz0.00_f0.60-c2.25|norm,Bounded SRDiff,normalized,58.401,linear,7,0.0,0.6,2.25,,11426,0.186031,0.548027,0.71451
linear_b7_dz0.00_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.6,2.25,,11426,0.187974,0.553801,0.70978
linear_b7_dz0.00_f0.60-c2.50|norm,Bounded SRDiff,normalized,57.015,linear,7,0.0,0.6,2.5,,11426,0.185888,0.547726,0.71574
linear_b7_dz0.00_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.6,2.5,,11426,0.187655,0.552913,0.71092
linear_b7_dz0.00_f0.70-c1.50|norm,Bounded SRDiff,normalized,68.439,linear,7,0.0,0.7,1.5,,11426,0.186969,0.550245,0.7118
linear_b7_dz0.00_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.7,1.5,,11426,0.190328,0.560362,0.70541
linear_b7_dz0.00_f0.70-c1.75|norm,Bounded SRDiff,normalized,63.26,linear,7,0.0,0.7,1.75,,11426,0.186514,0.549115,0.71267
linear_b7_dz0.00_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.7,1.75,,11426,0.18917,0.557157,0.70847
linear_b7_dz0.00_f0.70-c2.00|norm,Bounded SRDiff,normalized,59.973,linear,7,0.0,0.7,2.0,,11426,0.186187,0.548339,0.71302
linear_b7_dz0.00_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.7,2.0,,11426,0.1884,0.55502,0.70935
linear_b7_dz0.00_f0.70-c2.25|norm,Bounded SRDiff,normalized,57.851,linear,7,0.0,0.7,2.25,,11426,0.185983,0.547868,0.71407
linear_b7_dz0.00_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.7,2.25,,11426,0.187915,0.553656,0.70952
linear_b7_dz0.00_f0.70-c2.50|norm,Bounded SRDiff,normalized,56.49,linear,7,0.0,0.7,2.5,,11426,0.185831,0.547544,0.71486
linear_b7_dz0.00_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.7,2.5,,11426,0.18759,0.552754,0.71075
linear_b7_dz0.00_f0.75-c1.50|norm,Bounded SRDiff,normalized,67.993,linear,7,0.0,0.75,1.5,,11426,0.186999,0.550306,0.71145
linear_b7_dz0.00_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.75,1.5,,11426,0.190327,0.560356,0.70585
linear_b7_dz0.00_f0.75-c1.75|norm,Bounded SRDiff,normalized,62.879,linear,7,0.0,0.75,1.75,,11426,0.186524,0.549124,0.71346
linear_b7_dz0.00_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.75,1.75,,11426,0.189158,0.557128,0.70768
linear_b7_dz0.00_f0.75-c2.00|norm,Bounded SRDiff,normalized,59.63,linear,7,0.0,0.75,2.0,,11426,0.186184,0.548315,0.71337
linear_b7_dz0.00_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.75,2.0,,11426,0.188382,0.554974,0.70873
linear_b7_dz0.00_f0.75-c2.25|norm,Bounded SRDiff,normalized,57.531,linear,7,0.0,0.75,2.25,,11426,0.185973,0.547824,0.71364
linear_b7_dz0.00_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.75,2.25,,11426,0.187893,0.553599,0.709
linear_b7_dz0.00_f0.75-c2.50|norm,Bounded SRDiff,normalized,56.186,linear,7,0.0,0.75,2.5,,11426,0.185816,0.547485,0.71451
linear_b7_dz0.00_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.0,0.75,2.5,,11426,0.187565,0.552687,0.71075
linear_b7_dz0.01_f0.50-c1.50|norm,Bounded SRDiff,normalized,70.114,linear,7,0.01,0.5,1.5,,11426,0.186889,0.550029,0.71276
linear_b7_dz0.01_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.5,1.5,,11426,0.19041,0.560564,0.70488
linear_b7_dz0.01_f0.50-c1.75|norm,Bounded SRDiff,normalized,65.094,linear,7,0.01,0.5,1.75,,11426,0.186437,0.548931,0.71346
linear_b7_dz0.01_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.5,1.75,,11426,0.189284,0.557466,0.70716
linear_b7_dz0.01_f0.50-c2.00|norm,Bounded SRDiff,normalized,61.921,linear,7,0.01,0.5,2.0,,11426,0.18617,0.548306,0.71442
linear_b7_dz0.01_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.5,2.0,,11426,0.18858,0.555501,0.70751
linear_b7_dz0.01_f0.50-c2.25|norm,Bounded SRDiff,normalized,59.867,linear,7,0.01,0.5,2.25,,11426,0.185979,0.54788,0.7139
linear_b7_dz0.01_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.5,2.25,,11426,0.188119,0.554208,0.70882
linear_b7_dz0.01_f0.50-c2.50|norm,Bounded SRDiff,normalized,58.587,linear,7,0.01,0.5,2.5,,11426,0.185858,0.547629,0.71486
linear_b7_dz0.01_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.5,2.5,,11426,0.187822,0.553377,0.70891
linear_b7_dz0.01_f0.60-c1.50|norm,Bounded SRDiff,normalized,69.606,linear,7,0.01,0.6,1.5,,11426,0.186876,0.549991,0.71276
linear_b7_dz0.01_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.6,1.5,,11426,0.190381,0.560508,0.70453
linear_b7_dz0.01_f0.60-c1.75|norm,Bounded SRDiff,normalized,64.656,linear,7,0.01,0.6,1.75,,11426,0.186407,0.548845,0.7132
linear_b7_dz0.01_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.6,1.75,,11426,0.189244,0.557384,0.70707
linear_b7_dz0.01_f0.60-c2.00|norm,Bounded SRDiff,normalized,61.525,linear,7,0.01,0.6,2.0,,11426,0.186129,0.548189,0.71311
linear_b7_dz0.01_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.6,2.0,,11426,0.188533,0.555399,0.70777
linear_b7_dz0.01_f0.60-c2.25|norm,Bounded SRDiff,normalized,59.496,linear,7,0.01,0.6,2.25,,11426,0.185932,0.547744,0.71442
linear_b7_dz0.01_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.6,2.25,,11426,0.188067,0.554093,0.70891
linear_b7_dz0.01_f0.60-c2.50|norm,Bounded SRDiff,normalized,58.232,linear,7,0.01,0.6,2.5,,11426,0.185806,0.547478,0.71521
linear_b7_dz0.01_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.6,2.5,,11426,0.187766,0.553252,0.70943
linear_b7_dz0.01_f0.70-c1.50|norm,Bounded SRDiff,normalized,68.954,linear,7,0.01,0.7,1.5,,11426,0.186893,0.550022,0.71162
linear_b7_dz0.01_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.7,1.5,,11426,0.190362,0.560469,0.70488
linear_b7_dz0.01_f0.70-c1.75|norm,Bounded SRDiff,normalized,64.092,linear,7,0.01,0.7,1.75,,11426,0.186398,0.548808,0.71329
linear_b7_dz0.01_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.7,1.75,,11426,0.189211,0.557311,0.70742
linear_b7_dz0.01_f0.70-c2.00|norm,Bounded SRDiff,normalized,61.015,linear,7,0.01,0.7,2.0,,11426,0.186105,0.548109,0.7125
linear_b7_dz0.01_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.7,2.0,,11426,0.188491,0.555302,0.70795
linear_b7_dz0.01_f0.70-c2.25|norm,Bounded SRDiff,normalized,59.019,linear,7,0.01,0.7,2.25,,11426,0.185898,0.547636,0.71372
linear_b7_dz0.01_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.7,2.25,,11426,0.188018,0.55398,0.70908
linear_b7_dz0.01_f0.70-c2.50|norm,Bounded SRDiff,normalized,57.775,linear,7,0.01,0.7,2.5,,11426,0.185764,0.54735,0.71469
linear_b7_dz0.01_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.7,2.5,,11426,0.187712,0.553125,0.70943
linear_b7_dz0.01_f0.75-c1.50|norm,Bounded SRDiff,normalized,68.563,linear,7,0.01,0.75,1.5,,11426,0.186918,0.550075,0.71013
linear_b7_dz0.01_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.75,1.5,,11426,0.190359,0.560462,0.70515
linear_b7_dz0.01_f0.75-c1.75|norm,Bounded SRDiff,normalized,63.754,linear,7,0.01,0.75,1.75,,11426,0.186406,0.548816,0.71337
linear_b7_dz0.01_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.75,1.75,,11426,0.1892,0.557283,0.70786
linear_b7_dz0.01_f0.75-c2.00|norm,Bounded SRDiff,normalized,60.708,linear,7,0.01,0.75,2.0,,11426,0.186102,0.548089,0.71285
linear_b7_dz0.01_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.75,2.0,,11426,0.188473,0.55526,0.70847
linear_b7_dz0.01_f0.75-c2.25|norm,Bounded SRDiff,normalized,58.732,linear,7,0.01,0.75,2.25,,11426,0.185889,0.547598,0.71364
linear_b7_dz0.01_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.75,2.25,,11426,0.187997,0.553927,0.70908
linear_b7_dz0.01_f0.75-c2.50|norm,Bounded SRDiff,normalized,57.5,linear,7,0.01,0.75,2.5,,11426,0.185751,0.547299,0.71512
linear_b7_dz0.01_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.01,0.75,2.5,,11426,0.187688,0.553065,0.70935
linear_b7_dz0.02_f0.50-c1.50|norm,Bounded SRDiff,normalized,70.494,linear,7,0.02,0.5,1.5,,11426,0.18684,0.549858,0.71136
linear_b7_dz0.02_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.5,1.5,,11426,0.190471,0.560734,0.70383
linear_b7_dz0.02_f0.50-c1.75|norm,Bounded SRDiff,normalized,65.829,linear,7,0.02,0.5,1.75,,11426,0.186366,0.548713,0.7132
linear_b7_dz0.02_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.5,1.75,,11426,0.189369,0.557717,0.70681
linear_b7_dz0.02_f0.50-c2.00|norm,Bounded SRDiff,normalized,62.873,linear,7,0.02,0.5,2.0,,11426,0.186114,0.548117,0.7139
linear_b7_dz0.02_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.5,2.0,,11426,0.1887,0.555846,0.70698
linear_b7_dz0.02_f0.50-c2.25|norm,Bounded SRDiff,normalized,60.956,linear,7,0.02,0.5,2.25,,11426,0.185918,0.547679,0.71381
linear_b7_dz0.02_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.5,2.25,,11426,0.188249,0.554588,0.70917
linear_b7_dz0.02_f0.50-c2.50|norm,Bounded SRDiff,normalized,59.795,linear,7,0.02,0.5,2.5,,11426,0.185808,0.547451,0.71495
linear_b7_dz0.02_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.5,2.5,,11426,0.187965,0.553792,0.71013
linear_b7_dz0.02_f0.60-c1.50|norm,Bounded SRDiff,normalized,70.054,linear,7,0.02,0.6,1.5,,11426,0.186834,0.549849,0.71232
linear_b7_dz0.02_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.6,1.5,,11426,0.19045,0.5607,0.70471
linear_b7_dz0.02_f0.60-c1.75|norm,Bounded SRDiff,normalized,65.444,linear,7,0.02,0.6,1.75,,11426,0.186346,0.548664,0.71337
linear_b7_dz0.02_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.6,1.75,,11426,0.189339,0.557661,0.70663
linear_b7_dz0.02_f0.60-c2.00|norm,Bounded SRDiff,normalized,62.522,linear,7,0.02,0.6,2.0,,11426,0.186085,0.548044,0.71346
linear_b7_dz0.02_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.6,2.0,,11426,0.188664,0.555775,0.70768
linear_b7_dz0.02_f0.60-c2.25|norm,Bounded SRDiff,normalized,60.626,linear,7,0.02,0.6,2.25,,11426,0.185883,0.547589,0.71372
linear_b7_dz0.02_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.6,2.25,,11426,0.188209,0.554506,0.709
linear_b7_dz0.02_f0.60-c2.50|norm,Bounded SRDiff,normalized,59.478,linear,7,0.02,0.6,2.5,,11426,0.185769,0.54735,0.71451
linear_b7_dz0.02_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.6,2.5,,11426,0.187922,0.553703,0.70935
linear_b7_dz0.02_f0.70-c1.50|norm,Bounded SRDiff,normalized,69.508,linear,7,0.02,0.7,1.5,,11426,0.186852,0.549891,0.7125
linear_b7_dz0.02_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.7,1.5,,11426,0.190433,0.560671,0.70523
linear_b7_dz0.02_f0.70-c1.75|norm,Bounded SRDiff,normalized,64.968,linear,7,0.02,0.7,1.75,,11426,0.186343,0.548649,0.71224
linear_b7_dz0.02_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.7,1.75,,11426,0.189311,0.557604,0.70698
linear_b7_dz0.02_f0.70-c2.00|norm,Bounded SRDiff,normalized,62.087,linear,7,0.02,0.7,2.0,,11426,0.186069,0.547992,0.71259
linear_b7_dz0.02_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.7,2.0,,11426,0.188628,0.555698,0.70742
linear_b7_dz0.02_f0.70-c2.25|norm,Bounded SRDiff,normalized,60.217,linear,7,0.02,0.7,2.25,,11426,0.185858,0.547515,0.71372
linear_b7_dz0.02_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.7,2.25,,11426,0.188167,0.554415,0.709
linear_b7_dz0.02_f0.70-c2.50|norm,Bounded SRDiff,normalized,59.084,linear,7,0.02,0.7,2.5,,11426,0.185739,0.547258,0.7139
linear_b7_dz0.02_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.7,2.5,,11426,0.187876,0.553601,0.70987
linear_b7_dz0.02_f0.75-c1.50|norm,Bounded SRDiff,normalized,69.177,linear,7,0.02,0.75,1.5,,11426,0.186878,0.549952,0.71197
linear_b7_dz0.02_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.75,1.5,,11426,0.190433,0.560672,0.7048
linear_b7_dz0.02_f0.75-c1.75|norm,Bounded SRDiff,normalized,64.679,linear,7,0.02,0.75,1.75,,11426,0.186355,0.548674,0.71241
linear_b7_dz0.02_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.75,1.75,,11426,0.189303,0.557588,0.70707
linear_b7_dz0.02_f0.75-c2.00|norm,Bounded SRDiff,normalized,61.823,linear,7,0.02,0.75,2.0,,11426,0.186072,0.547994,0.71294
linear_b7_dz0.02_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.75,2.0,,11426,0.188615,0.555669,0.70777
linear_b7_dz0.02_f0.75-c2.25|norm,Bounded SRDiff,normalized,59.968,linear,7,0.02,0.75,2.25,,11426,0.185856,0.547501,0.71372
linear_b7_dz0.02_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,7,0.02,0.75,2.25,,11426,0.188151,0.554378,0.70882
