category,game_id,season,date,home,away,home_score,away_score,winner_srdiff,margin,mov_multiplier_neutral,sr_multiplier_lead
winner lost Success Rate (SRDiff_winner < 0),333200259,2013,2013-11-16,Virginia Tech,Maryland,24,27,-0.043,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),333200356,2013,2013-11-16,Illinois,Ohio State,35,60,-0.0046,25,3.258,1.0
winner lost Success Rate (SRDiff_winner < 0),333202306,2013,2013-11-16,Kansas State,TCU,33,31,-0.0771,2,1.099,0.75
winner lost Success Rate (SRDiff_winner < 0),333200009,2013,2013-11-17,Arizona State,Oregon State,30,17,-0.0552,13,2.639,0.75
winner lost Success Rate (SRDiff_winner < 0),333200030,2013,2013-11-17,USC,Stanford,20,17,-0.0697,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),333200062,2013,2013-11-17,Hawai'i,San Diego State,21,28,-0.064,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),333270024,2013,2013-11-23,Stanford,California,63,13,-0.043,50,3.932,0.75
winner lost Success Rate (SRDiff_winner < 0),333270087,2013,2013-11-23,Notre Dame,BYU,23,13,-0.0189,10,2.398,0.929
winner lost Success Rate (SRDiff_winner < 0),333270120,2013,2013-11-23,Maryland,Boston College,26,29,-0.0443,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),333270213,2013,2013-11-23,Penn State,Nebraska,20,23,-0.0255,3,1.386,0.876
winner lost Success Rate (SRDiff_winner < 0),333270249,2013,2013-11-23,North Texas,UTSA,13,21,-0.0317,8,2.197,0.827
winner lost Success Rate (SRDiff_winner < 0),333272032,2013,2013-11-23,Arkansas State,Georgia State,35,33,-0.1126,2,1.099,0.75
winner lost Success Rate (SRDiff_winner < 0),333272117,2013,2013-11-23,Central Michigan,Massachusetts,37,0,-0.1226,37,3.638,0.75
winner lost Success Rate (SRDiff_winner < 0),333272390,2013,2013-11-23,Miami (FL),Virginia,45,26,-0.0923,19,2.996,0.75
winner lost Success Rate (SRDiff_winner < 0),333272751,2013,2013-11-23,Wyoming,Hawai'i,59,56,-0.0376,3,1.386,0.779
winner lost Success Rate (SRDiff_winner < 0),333270021,2013,2013-11-24,San Diego State,Boise State,34,31,-0.059,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),333270058,2013,2013-11-24,South Florida,SMU,6,16,-0.0146,10,2.398,0.963
winner lost Success Rate (SRDiff_winner < 0),333270218,2013,2013-11-24,Temple,UConn,21,28,-0.1588,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),333320344,2013,2013-11-29,Mississippi State,Ole Miss,17,10,-0.0229,7,2.079,0.897
winner lost Success Rate (SRDiff_winner < 0),333330158,2013,2013-11-29,Nebraska,Iowa,17,38,-0.0063,21,3.091,1.0
winner lost Success Rate (SRDiff_winner < 0),333330221,2013,2013-11-29,Pittsburgh,Miami (FL),31,41,-0.104,10,2.398,0.75
winner lost Success Rate (SRDiff_winner < 0),333330248,2013,2013-11-29,Houston,SMU,34,0,-0.0213,34,3.555,0.91
winner lost Success Rate (SRDiff_winner < 0),333330264,2013,2013-11-29,Washington,Washington State,27,17,-0.0284,10,2.398,0.853
winner lost Success Rate (SRDiff_winner < 0),333332006,2013,2013-11-29,Akron,Toledo,31,29,-0.063,2,1.099,0.75
winner lost Success Rate (SRDiff_winner < 0),333332084,2013,2013-11-29,Buffalo,Bowling Green,7,24,-0.0888,17,2.89,0.75
winner lost Success Rate (SRDiff_winner < 0),333340059,2013,2013-11-30,Georgia Tech,Georgia,34,41,-0.0077,7,2.079,1.0
winner lost Success Rate (SRDiff_winner < 0),333340153,2013,2013-11-30,North Carolina,Duke,25,27,-0.0175,2,1.099,0.94
winner lost Success Rate (SRDiff_winner < 0),333340275,2013,2013-11-30,Wisconsin,Penn State,24,31,-0.1545,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),333340356,2013,2013-11-30,Illinois,Northwestern,34,37,-0.0241,3,1.386,0.887
winner lost Success Rate (SRDiff_winner < 0),333342305,2013,2013-11-30,Kansas,Kansas State,10,31,-0.0278,21,3.091,0.858
winner lost Success Rate (SRDiff_winner < 0),333340009,2013,2013-12-01,Arizona State,Arizona,58,21,-0.0641,37,3.638,0.75
winner lost Success Rate (SRDiff_winner < 0),333340030,2013,2013-12-01,USC,UCLA,14,35,-0.0198,21,3.091,0.921
winner lost Success Rate (SRDiff_winner < 0),333340309,2013,2013-12-01,Louisiana,ULM,28,31,-0.0795,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),333342579,2013,2013-12-01,South Carolina,Clemson,31,17,-0.1732,14,2.708,0.75
winner lost Success Rate (SRDiff_winner < 0),333410197,2013,2013-12-07,Oklahoma State,Oklahoma,24,33,-0.0544,9,2.303,0.75
winner lost Success Rate (SRDiff_winner < 0),333410127,2013,2013-12-08,Michigan State,Ohio State,34,24,-0.0445,10,2.398,0.75
winner lost Success Rate (SRDiff_winner < 0),333550309,2013,2013-12-22,Louisiana,Tulane,24,21,-0.0469,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),333602459,2013,2013-12-27,Northern Illinois,Utah State,14,21,-0.0441,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),333610120,2013,2013-12-27,Maryland,Marshall,20,31,-0.0048,11,2.485,1.0
winner lost Success Rate (SRDiff_winner < 0),333610264,2013,2013-12-28,Washington,BYU,31,16,-0.0685,15,2.773,0.75
winner lost Success Rate (SRDiff_winner < 0),333650026,2013,2013-12-31,UCLA,Virginia Tech,42,12,-0.0662,30,3.434,0.75
winner lost Success Rate (SRDiff_winner < 0),340010061,2013,2014-01-01,Georgia,Nebraska,19,24,-0.0087,5,1.792,1.0
winner lost Success Rate (SRDiff_winner < 0),340020333,2013,2014-01-03,Alabama,Oklahoma,31,45,-0.1478,14,2.708,0.75
winner lost Success Rate (SRDiff_winner < 0),340030142,2013,2014-01-04,Missouri,Oklahoma State,41,31,-0.0536,10,2.398,0.75
winner lost Success Rate (SRDiff_winner < 0),340052050,2013,2014-01-06,Ball State,Arkansas State,20,23,-0.044,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),400547988,2014,2014-08-30,Purdue,Western Michigan,43,34,-0.0701,9,2.303,0.75
winner lost Success Rate (SRDiff_winner < 0),400548005,2014,2014-08-30,Miami (OH),Marshall,27,42,-0.0085,15,2.773,1.0
winner lost Success Rate (SRDiff_winner < 0),400548000,2014,2014-08-31,LSU,Wisconsin,28,24,-0.0175,4,1.609,1.0
winner lost Success Rate (SRDiff_winner < 0),400547650,2014,2014-09-06,South Carolina,East Carolina,33,23,-0.0321,10,2.398,0.981
winner lost Success Rate (SRDiff_winner < 0),400547953,2014,2014-09-06,Oregon,Michigan State,46,27,-0.0704,19,2.996,0.75
winner lost Success Rate (SRDiff_winner < 0),400548098,2014,2014-09-06,Army,Buffalo,47,39,-0.1672,8,2.197,0.75
winner lost Success Rate (SRDiff_winner < 0),400548099,2014,2014-09-06,Massachusetts,Colorado,38,41,-0.0102,3,1.386,1.0
winner lost Success Rate (SRDiff_winner < 0),400548184,2014,2014-09-06,Nevada,Washington State,24,13,-0.0649,11,2.485,0.75
winner lost Success Rate (SRDiff_winner < 0),400548260,2014,2014-09-06,Stanford,USC,10,13,-0.0993,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),400548411,2014,2014-09-06,ULM,Idaho,38,31,-0.0139,7,2.079,1.0
winner lost Success Rate (SRDiff_winner < 0),400548180,2014,2014-09-07,Wyoming,Air Force,17,13,-0.1021,4,1.609,0.75
winner lost Success Rate (SRDiff_winner < 0),400547659,2014,2014-09-12,Cincinnati,Toledo,58,34,-0.0318,24,3.219,0.983
winner lost Success Rate (SRDiff_winner < 0),400547662,2014,2014-09-13,Virginia Tech,East Carolina,21,28,-0.025,7,2.079,1.0
winner lost Success Rate (SRDiff_winner < 0),400547781,2014,2014-09-13,Virginia,Louisville,23,21,-0.0266,2,1.099,1.0
winner lost Success Rate (SRDiff_winner < 0),400547917,2014,2014-09-13,Bowling Green,Indiana,45,42,-0.1099,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),400548020,2014,2014-09-13,Middle Tennessee,Western Kentucky,50,47,-0.0123,3,1.386,1.0
winner lost Success Rate (SRDiff_winner < 0),400547995,2014,2014-09-14,Rutgers,Penn State,10,13,-0.0106,3,1.386,1.0
winner lost Success Rate (SRDiff_winner < 0),400548412,2014,2014-09-14,Texas State,Navy,21,35,-0.1224,14,2.708,0.75
winner lost Success Rate (SRDiff_winner < 0),400547856,2014,2014-09-18,Kansas State,Auburn,14,20,-0.0026,6,1.946,1.0
winner lost Success Rate (SRDiff_winner < 0),400547774,2014,2014-09-20,Virginia Tech,Georgia Tech,24,27,-0.129,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),400547810,2014,2014-09-20,Pittsburgh,Iowa,20,24,-0.0606,4,1.609,0.75
winner lost Success Rate (SRDiff_winner < 0),400547817,2014,2014-09-20,Syracuse,Maryland,20,34,-0.089,14,2.708,0.75
winner lost Success Rate (SRDiff_winner < 0),400547822,2014,2014-09-20,BYU,Virginia,41,33,-0.0551,8,2.197,0.774
winner lost Success Rate (SRDiff_winner < 0),400547832,2014,2014-09-20,Wake Forest,Army,24,21,-0.0067,3,1.386,1.0
winner lost Success Rate (SRDiff_winner < 0),400547857,2014,2014-09-20,Kansas,Central Michigan,24,10,-0.036,14,2.708,0.946
winner lost Success Rate (SRDiff_winner < 0),400548032,2014,2014-09-20,Southern Miss,Appalachian State,21,20,-0.091,1,0.693,0.75
winner lost Success Rate (SRDiff_winner < 0),400548203,2014,2014-09-20,Arkansas State,Utah State,21,14,-0.0332,7,2.079,0.971
winner lost Success Rate (SRDiff_winner < 0),400548387,2014,2014-09-20,Vanderbilt,South Carolina,34,48,-0.0055,14,2.708,1.0
winner lost Success Rate (SRDiff_winner < 0),400547742,2014,2014-09-21,Florida State,Clemson,23,17,-0.0502,6,1.946,0.818
winner lost Success Rate (SRDiff_winner < 0),400548266,2014,2014-09-21,Arizona,California,49,45,-0.007,4,1.609,1.0
winner lost Success Rate (SRDiff_winner < 0),400547764,2014,2014-09-27,NC State,Florida State,41,56,-0.0323,15,2.773,0.979
winner lost Success Rate (SRDiff_winner < 0),400547811,2014,2014-09-27,Pittsburgh,Akron,10,21,-0.0158,11,2.485,1.0
winner lost Success Rate (SRDiff_winner < 0),400548033,2014,2014-09-27,UAB,FIU,20,34,-0.0606,14,2.708,0.75
winner lost Success Rate (SRDiff_winner < 0),400548034,2014,2014-09-27,FAU,UTSA,41,37,-0.0495,4,1.609,0.824
winner lost Success Rate (SRDiff_winner < 0),400548117,2014,2014-09-27,Toledo,Central Michigan,42,28,-0.0695,14,2.708,0.75
winner lost Success Rate (SRDiff_winner < 0),400548271,2014,2014-09-27,California,Colorado,59,56,-0.0689,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),400548380,2014,2014-09-27,South Carolina,Missouri,20,21,-0.1,1,0.693,0.75
winner lost Success Rate (SRDiff_winner < 0),400548417,2014,2014-09-27,ULM,Troy,22,20,-0.0256,2,1.099,1.0
winner lost Success Rate (SRDiff_winner < 0),400548201,2014,2014-09-28,San Jose State,Nevada,10,21,-0.0516,11,2.485,0.806
winner lost Success Rate (SRDiff_winner < 0),400547682,2014,2014-10-02,Houston,UCF,12,17,-0.0554,5,1.792,0.772
winner lost Success Rate (SRDiff_winner < 0),400548274,2014,2014-10-03,Oregon,Arizona,24,31,-0.0092,7,2.079,1.0
winner lost Success Rate (SRDiff_winner < 0),400547790,2014,2014-10-04,Georgia Tech,Miami (FL),28,17,-0.0694,11,2.485,0.75
winner lost Success Rate (SRDiff_winner < 0),400547812,2014,2014-10-04,Virginia,Pittsburgh,24,19,-0.023,5,1.792,1.0
winner lost Success Rate (SRDiff_winner < 0),400547909,2014,2014-10-04,Illinois,Purdue,27,38,-0.0023,11,2.485,1.0
winner lost Success Rate (SRDiff_winner < 0),400547997,2014,2014-10-04,Rutgers,Michigan,26,24,-0.1078,2,1.099,0.75
winner lost Success Rate (SRDiff_winner < 0),400548042,2014,2014-10-04,Middle Tennessee,Southern Miss,37,31,-0.0868,6,1.946,0.75
winner lost Success Rate (SRDiff_winner < 0),400548044,2014,2014-10-04,UTSA,New Mexico,9,21,-0.0742,12,2.565,0.75
winner lost Success Rate (SRDiff_winner < 0),400548121,2014,2014-10-04,Bowling Green,Buffalo,36,35,-0.0246,1,0.693,1.0
winner lost Success Rate (SRDiff_winner < 0),400548207,2014,2014-10-04,Fresno State,San Diego State,24,13,-0.0751,11,2.485,0.75
winner lost Success Rate (SRDiff_winner < 0),400548275,2014,2014-10-04,USC,Arizona State,34,38,-0.0679,4,1.609,0.75
winner lost Success Rate (SRDiff_winner < 0),400548277,2014,2014-10-04,Colorado,Oregon State,31,36,-0.0714,5,1.792,0.75
winner lost Success Rate (SRDiff_winner < 0),400548279,2014,2014-10-04,Notre Dame,Stanford,17,14,-0.0325,3,1.386,0.977
winner lost Success Rate (SRDiff_winner < 0),400548374,2014,2014-10-04,Ole Miss,Alabama,23,17,-0.088,6,1.946,0.75
winner lost Success Rate (SRDiff_winner < 0),400548375,2014,2014-10-04,Kentucky,South Carolina,45,38,-0.0739,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),400548422,2014,2014-10-04,Texas State,Idaho,35,30,-0.0801,5,1.792,0.75
winner lost Success Rate (SRDiff_winner < 0),400548278,2014,2014-10-05,Washington State,California,59,60,-0.0053,1,0.693,1.0
winner lost Success Rate (SRDiff_winner < 0),400548421,2014,2014-10-05,New Mexico State,Georgia Southern,28,36,-0.0195,8,2.197,1.0
winner lost Success Rate (SRDiff_winner < 0),400547686,2014,2014-10-09,UCF,BYU,31,24,-0.0068,7,2.079,1.0
winner lost Success Rate (SRDiff_winner < 0),400547690,2014,2014-10-11,Memphis,Houston,24,28,-0.0733,4,1.609,0.75
winner lost Success Rate (SRDiff_winner < 0),400547691,2014,2014-10-11,Temple,Tulsa,35,24,-0.0294,11,2.485,1.0
winner lost Success Rate (SRDiff_winner < 0),400547755,2014,2014-10-11,Georgia Tech,Duke,25,31,-0.0202,6,1.946,1.0
winner lost Success Rate (SRDiff_winner < 0),400547870,2014,2014-10-11,Oklahoma,Texas,31,26,-0.0192,5,1.792,1.0
winner lost Success Rate (SRDiff_winner < 0),400547871,2014,2014-10-11,Kansas,Oklahoma State,20,27,-0.0048,7,2.079,1.0
winner lost Success Rate (SRDiff_winner < 0),400547948,2014,2014-10-11,Michigan,Penn State,18,13,-0.0123,5,1.792,1.0
winner lost Success Rate (SRDiff_winner < 0),400547963,2014,2014-10-11,Minnesota,Northwestern,24,17,-0.0286,7,2.079,1.0
winner lost Success Rate (SRDiff_winner < 0),400548045,2014,2014-10-11,UTSA,FIU,16,13,-0.0314,3,1.386,0.987
winner lost Success Rate (SRDiff_winner < 0),400548127,2014,2014-10-11,Ohio,Bowling Green,13,31,-0.0602,18,2.944,0.75
winner lost Success Rate (SRDiff_winner < 0),400548130,2014,2014-10-11,Akron,Miami (OH),29,19,-0.0242,10,2.398,1.0
winner lost Success Rate (SRDiff_winner < 0),400548283,2014,2014-10-11,California,Washington,7,31,-0.0074,24,3.219,1.0
winner lost Success Rate (SRDiff_winner < 0),400548365,2014,2014-10-11,Arkansas,Alabama,13,14,-0.0461,1,0.693,0.855
winner lost Success Rate (SRDiff_winner < 0),400548366,2014,2014-10-11,Florida,LSU,27,30,-0.0518,3,1.386,0.804
winner lost Success Rate (SRDiff_winner < 0),400548281,2014,2014-10-12,Arizona,USC,26,28,-0.0215,2,1.099,1.0
winner lost Success Rate (SRDiff_winner < 0),400548284,2014,2014-10-17,Oregon State,Utah,23,29,-0.0214,6,1.946,1.0
winner lost Success Rate (SRDiff_winner < 0),400547695,2014,2014-10-18,Tulsa,South Florida,30,38,-0.0204,8,2.197,1.0
winner lost Success Rate (SRDiff_winner < 0),400547756,2014,2014-10-18,Duke,Virginia,20,13,-0.0018,7,2.079,1.0
winner lost Success Rate (SRDiff_winner < 0),400547775,2014,2014-10-18,North Carolina,Georgia Tech,48,43,-0.0263,5,1.792,1.0
winner lost Success Rate (SRDiff_winner < 0),400547805,2014,2014-10-18,Louisville,NC State,30,18,-0.0002,12,2.565,1.0
winner lost Success Rate (SRDiff_winner < 0),400547877,2014,2014-10-18,Oklahoma,Kansas State,30,31,-0.2349,1,0.693,0.75
winner lost Success Rate (SRDiff_winner < 0),400548053,2014,2014-10-18,Middle Tennessee,UAB,34,22,-0.129,12,2.565,0.75
winner lost Success Rate (SRDiff_winner < 0),400548133,2014,2014-10-18,Ohio,Akron,23,20,-0.0028,3,1.386,1.0
winner lost Success Rate (SRDiff_winner < 0),400548135,2014,2014-10-18,Central Michigan,Ball State,29,32,-0.1652,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),400548138,2014,2014-10-18,Bowling Green,Western Michigan,14,26,-0.009,12,2.565,1.0
winner lost Success Rate (SRDiff_winner < 0),400548219,2014,2014-10-19,BYU,Nevada,35,42,-0.187,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),400547799,2014,2014-10-25,Virginia,North Carolina,27,28,-0.1403,1,0.693,0.75
winner lost Success Rate (SRDiff_winner < 0),400547879,2014,2014-10-25,Oklahoma State,West Virginia,10,34,-0.0278,24,3.219,1.0
winner lost Success Rate (SRDiff_winner < 0),400548055,2014,2014-10-25,Marshall,FAU,35,16,-0.0047,19,2.996,1.0
winner lost Success Rate (SRDiff_winner < 0),400548141,2014,2014-10-25,Miami (OH),Kent State,10,3,-0.0289,7,2.079,1.0
winner lost Success Rate (SRDiff_winner < 0),400548294,2014,2014-10-25,Colorado,UCLA,37,40,-0.0406,3,1.386,0.904
winner lost Success Rate (SRDiff_winner < 0),400548433,2014,2014-10-25,ULM,Texas State,18,22,-0.0599,4,1.609,0.75
winner lost Success Rate (SRDiff_winner < 0),400548291,2014,2014-10-26,Washington,Arizona State,10,24,-0.1148,14,2.708,0.75
winner lost Success Rate (SRDiff_winner < 0),400547768,2014,2014-10-30,Louisville,Florida State,31,42,-0.0862,11,2.485,0.75
winner lost Success Rate (SRDiff_winner < 0),400547702,2014,2014-11-01,UConn,UCF,37,29,-0.1281,8,2.197,0.75
winner lost Success Rate (SRDiff_winner < 0),400547703,2014,2014-11-01,Temple,East Carolina,20,10,-0.1753,10,2.398,0.75
winner lost Success Rate (SRDiff_winner < 0),400547736,2014,2014-11-01,Virginia Tech,Boston College,31,33,-0.0769,2,1.099,0.75
winner lost Success Rate (SRDiff_winner < 0),400547757,2014,2014-11-01,Pittsburgh,Duke,48,51,-0.0362,3,1.386,0.944
winner lost Success Rate (SRDiff_winner < 0),400548231,2014,2014-11-01,UNLV,New Mexico,28,31,-0.0816,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),400548297,2014,2014-11-01,Washington State,USC,17,44,-0.0703,27,3.332,0.75
winner lost Success Rate (SRDiff_winner < 0),400548349,2014,2014-11-01,Ole Miss,Auburn,31,35,-0.0011,4,1.609,1.0
winner lost Success Rate (SRDiff_winner < 0),400548353,2014,2014-11-01,Texas A&M,ULM,21,16,-0.0065,5,1.792,1.0
winner lost Success Rate (SRDiff_winner < 0),400548436,2014,2014-11-01,Idaho,Arkansas State,28,44,-0.0506,16,2.833,0.815
winner lost Success Rate (SRDiff_winner < 0),400548066,2014,2014-11-02,UTEP,Southern Miss,35,14,-0.0064,21,3.091,1.0
winner lost Success Rate (SRDiff_winner < 0),400548230,2014,2014-11-02,Nevada,San Diego State,30,14,-0.1372,16,2.833,0.75
winner lost Success Rate (SRDiff_winner < 0),400548147,2014,2014-11-05,Akron,Bowling Green,10,27,-0.0235,17,2.89,1.0
winner lost Success Rate (SRDiff_winner < 0),400547706,2014,2014-11-08,Houston,Tulane,24,31,-0.0173,7,2.079,1.0
winner lost Success Rate (SRDiff_winner < 0),400547758,2014,2014-11-08,Syracuse,Duke,10,27,-0.0592,17,2.89,0.75
winner lost Success Rate (SRDiff_winner < 0),400547889,2014,2014-11-08,Texas,West Virginia,33,16,-0.0896,17,2.89,0.75
winner lost Success Rate (SRDiff_winner < 0),400548067,2014,2014-11-08,Old Dominion,FIU,38,35,-0.0211,3,1.386,1.0
winner lost Success Rate (SRDiff_winner < 0),400548072,2014,2014-11-08,Western Kentucky,UTEP,35,27,-0.0148,8,2.197,1.0
winner lost Success Rate (SRDiff_winner < 0),400548305,2014,2014-11-08,Oregon State,Washington State,32,39,-0.06,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),400548346,2014,2014-11-08,Auburn,Texas A&M,38,41,-0.0883,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),400548443,2014,2014-11-08,Texas State,Georgia Southern,25,28,-0.0556,3,1.386,0.77
winner lost Success Rate (SRDiff_winner < 0),400548304,2014,2014-11-09,Utah,Oregon,27,51,-0.069,24,3.219,0.75
winner lost Success Rate (SRDiff_winner < 0),400548152,2014,2014-11-12,Northern Illinois,Toledo,27,24,-0.1211,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),400548154,2014,2014-11-13,Bowling Green,Kent State,30,20,-0.0563,10,2.398,0.763
winner lost Success Rate (SRDiff_winner < 0),400548076,2014,2014-11-14,UTSA,Southern Miss,12,10,-0.0422,2,1.099,0.891
winner lost Success Rate (SRDiff_winner < 0),400547759,2014,2014-11-15,Duke,Virginia Tech,16,17,-0.0317,1,0.693,0.984
winner lost Success Rate (SRDiff_winner < 0),400547800,2014,2014-11-15,North Carolina,Pittsburgh,40,35,-0.0882,5,1.792,0.75
winner lost Success Rate (SRDiff_winner < 0),400548073,2014,2014-11-15,FIU,Middle Tennessee,38,28,-0.0667,10,2.398,0.75
winner lost Success Rate (SRDiff_winner < 0),400548240,2014,2014-11-15,San Jose State,Hawai'i,0,13,-0.1379,13,2.639,0.75
winner lost Success Rate (SRDiff_winner < 0),400548307,2014,2014-11-15,Arizona,Washington,27,26,-0.0957,1,0.693,0.75
winner lost Success Rate (SRDiff_winner < 0),400548309,2014,2014-11-15,Stanford,Utah,17,20,-0.1162,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),400548338,2014,2014-11-15,Alabama,Mississippi State,25,20,-0.0226,5,1.792,1.0
winner lost Success Rate (SRDiff_winner < 0),400548339,2014,2014-11-15,Florida,South Carolina,20,23,-0.0605,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),400548447,2014,2014-11-15,Idaho,Troy,17,34,-0.018,17,2.89,1.0
winner lost Success Rate (SRDiff_winner < 0),400547712,2014,2014-11-16,SMU,South Florida,13,14,-0.0479,1,0.693,0.839
winner lost Success Rate (SRDiff_winner < 0),400547893,2014,2014-11-21,West Virginia,Kansas State,20,26,-0.0285,6,1.946,1.0
winner lost Success Rate (SRDiff_winner < 0),400547717,2014,2014-11-22,Houston,Tulsa,38,28,-0.0576,10,2.398,0.752
winner lost Success Rate (SRDiff_winner < 0),400547784,2014,2014-11-22,Notre Dame,Louisville,28,31,-0.0111,3,1.386,1.0
winner lost Success Rate (SRDiff_winner < 0),400547828,2014,2014-11-22,Wake Forest,Virginia Tech,6,3,-0.0175,3,1.386,1.0
winner lost Success Rate (SRDiff_winner < 0),400547966,2014,2014-11-22,Nebraska,Minnesota,24,28,-0.0254,4,1.609,1.0
winner lost Success Rate (SRDiff_winner < 0),400548082,2014,2014-11-22,UAB,Marshall,18,23,-0.06,5,1.792,0.75
winner lost Success Rate (SRDiff_winner < 0),400548161,2014,2014-11-22,Ball State,Eastern Michigan,45,30,-0.0705,15,2.773,0.75
winner lost Success Rate (SRDiff_winner < 0),400548311,2014,2014-11-22,Arizona State,Washington State,52,31,-0.0029,21,3.091,1.0
winner lost Success Rate (SRDiff_winner < 0),400548334,2014,2014-11-23,Tennessee,Missouri,21,29,-0.0243,8,2.197,1.0
winner lost Success Rate (SRDiff_winner < 0),400548316,2014,2014-11-28,Arizona,Arizona State,42,35,-0.0224,7,2.079,1.0
winner lost Success Rate (SRDiff_winner < 0),400547899,2014,2014-11-29,Texas Tech,Baylor,46,48,-0.0031,2,1.099,1.0
winner lost Success Rate (SRDiff_winner < 0),400547951,2014,2014-11-29,Ohio State,Michigan,42,28,-0.0695,14,2.708,0.75
winner lost Success Rate (SRDiff_winner < 0),400548085,2014,2014-11-29,FAU,Old Dominion,28,31,-0.0153,3,1.386,1.0
winner lost Success Rate (SRDiff_winner < 0),400548253,2014,2014-11-29,New Mexico,Wyoming,36,30,-0.0275,6,1.946,1.0
winner lost Success Rate (SRDiff_winner < 0),400548319,2014,2014-11-29,Colorado,Utah,34,38,-0.0112,4,1.609,1.0
winner lost Success Rate (SRDiff_winner < 0),400548322,2014,2014-11-29,California,BYU,35,42,-0.0368,7,2.079,0.939
winner lost Success Rate (SRDiff_winner < 0),400548324,2014,2014-11-29,Ole Miss,Mississippi State,31,17,-0.019,14,2.708,1.0
winner lost Success Rate (SRDiff_winner < 0),400548457,2014,2014-11-29,Georgia Southern,ULM,22,16,-0.0456,6,1.946,0.86
winner lost Success Rate (SRDiff_winner < 0),400548321,2014,2014-11-30,Washington State,Washington,13,31,-0.0198,18,2.944,1.0
winner lost Success Rate (SRDiff_winner < 0),400547724,2014,2014-12-05,East Carolina,UCF,30,32,-0.0773,2,1.099,0.75
winner lost Success Rate (SRDiff_winner < 0),400610201,2014,2014-12-21,Bowling Green,South Alabama,33,28,-0.0084,5,1.792,1.0
winner lost Success Rate (SRDiff_winner < 0),400610225,2014,2014-12-22,Memphis,BYU,55,48,-0.0043,7,2.079,1.0
winner lost Success Rate (SRDiff_winner < 0),400610222,2014,2014-12-26,Louisiana Tech,Illinois,35,18,-0.0749,17,2.89,0.75
winner lost Success Rate (SRDiff_winner < 0),400610214,2014,2014-12-30,LSU,Notre Dame,28,31,-0.0739,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),400610181,2014,2014-12-31,Arizona,Boise State,30,38,-0.0026,8,2.197,1.0
winner lost Success Rate (SRDiff_winner < 0),400610179,2014,2015-01-01,Baylor,Michigan State,41,42,-0.0096,1,0.693,1.0
winner lost Success Rate (SRDiff_winner < 0),400610217,2014,2015-01-01,Minnesota,Missouri,17,33,-0.0991,16,2.833,0.75
winner lost Success Rate (SRDiff_winner < 0),400610219,2014,2015-01-01,Wisconsin,Auburn,34,31,-0.0318,3,1.386,0.984
winner lost Success Rate (SRDiff_winner < 0),400610178,2014,2015-01-02,Ohio State,Alabama,42,35,-0.1143,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),400610213,2014,2015-01-02,Pittsburgh,Houston,34,35,-0.0368,1,0.693,0.938
winner lost Success Rate (SRDiff_winner < 0),400610228,2014,2015-01-03,Florida,East Carolina,28,20,-0.127,8,2.197,0.75
winner lost Success Rate (SRDiff_winner < 0),400603840,2015,2015-09-03,South Carolina,North Carolina,17,13,-0.0349,4,1.609,0.905
winner lost Success Rate (SRDiff_winner < 0),400763593,2015,2015-09-03,UCF,FIU,14,15,-0.0348,1,0.693,0.905
winner lost Success Rate (SRDiff_winner < 0),400603839,2015,2015-09-04,Vanderbilt,Western Kentucky,12,14,-0.0012,2,1.099,1.0
winner lost Success Rate (SRDiff_winner < 0),400756882,2015,2015-09-04,Arizona,UTSA,42,32,-0.0617,10,2.398,0.813
winner lost Success Rate (SRDiff_winner < 0),400756883,2015,2015-09-04,Utah,Michigan,24,17,-0.0577,7,2.079,0.826
winner lost Success Rate (SRDiff_winner < 0),400787302,2015,2015-09-04,Idaho,Ohio,28,45,-0.0072,17,2.89,1.0
winner lost Success Rate (SRDiff_winner < 0),400603832,2015,2015-09-05,Kentucky,Louisiana,40,33,-0.2227,7,2.079,0.427
