category,game_id,season,date,home,away,home_score,away_score,winner_srdiff,margin,mov_multiplier_neutral,sr_multiplier_lead
blowout (>=17) + close SR (|SRDiff| <= 3pp),322590127,2012,2012-09-16,Michigan State,Notre Dame,3,20,0.0213,17,2.89,1.091
blowout (>=17) + close SR (|SRDiff| <= 3pp),322732294,2012,2012-09-29,Iowa,Minnesota,31,13,0.0,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),322802132,2012,2012-10-06,Cincinnati,Miami (OH),52,14,-0.0021,38,3.664,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),322802509,2012,2012-10-06,Purdue,Michigan,13,44,0.0234,31,3.466,1.107
blowout (>=17) + close SR (|SRDiff| <= 3pp),322802572,2012,2012-10-06,Southern Miss,Boise State,14,40,0.0,26,3.296,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),322802638,2012,2012-10-07,UTEP,SMU,0,17,0.0272,17,2.89,1.137
blowout (>=17) + close SR (|SRDiff| <= 3pp),322862117,2012,2012-10-13,Central Michigan,Navy,13,31,0.027,18,2.944,1.136
blowout (>=17) + close SR (|SRDiff| <= 3pp),322870023,2012,2012-10-13,San Jose State,Utah State,27,49,0.0055,22,3.135,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),322870239,2012,2012-10-13,Baylor,TCU,21,49,-0.0276,28,3.367,0.859
blowout (>=17) + close SR (|SRDiff| <= 3pp),322870259,2012,2012-10-13,Virginia Tech,Duke,41,20,-0.016,21,3.091,0.952
blowout (>=17) + close SR (|SRDiff| <= 3pp),322940059,2012,2012-10-20,Georgia Tech,Boston College,37,17,0.0237,20,3.045,1.11
blowout (>=17) + close SR (|SRDiff| <= 3pp),322940012,2012,2012-10-21,Arizona,Washington,52,17,-0.018,35,3.584,0.936
blowout (>=17) + close SR (|SRDiff| <= 3pp),322940235,2012,2012-10-21,Memphis,UCF,17,35,0.004,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),323010189,2012,2012-10-27,Bowling Green,Eastern Michigan,24,3,0.0281,21,3.091,1.144
blowout (>=17) + close SR (|SRDiff| <= 3pp),323012117,2012,2012-10-27,Central Michigan,Akron,35,14,-0.0174,21,3.091,0.941
blowout (>=17) + close SR (|SRDiff| <= 3pp),323012393,2012,2012-10-27,Middle Tennessee,North Texas,38,21,-0.0147,17,2.89,0.962
blowout (>=17) + close SR (|SRDiff| <= 3pp),323010254,2012,2012-10-28,Utah,California,49,27,0.0048,22,3.135,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),323060195,2012,2012-11-01,Ohio,Eastern Michigan,45,14,-0.0134,31,3.466,0.973
blowout (>=17) + close SR (|SRDiff| <= 3pp),323080097,2012,2012-11-03,Louisville,Temple,45,17,0.0102,28,3.367,1.002
blowout (>=17) + close SR (|SRDiff| <= 3pp),323150021,2012,2012-11-10,San Diego State,Air Force,28,9,-0.0247,19,2.996,0.883
blowout (>=17) + close SR (|SRDiff| <= 3pp),323150197,2012,2012-11-10,Oklahoma State,West Virginia,55,34,-0.0083,21,3.091,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),323150248,2012,2012-11-10,Houston,Tulsa,7,41,0.0123,34,3.555,1.019
blowout (>=17) + close SR (|SRDiff| <= 3pp),323152579,2012,2012-11-10,South Carolina,Arkansas,38,20,-0.0108,18,2.944,0.993
blowout (>=17) + close SR (|SRDiff| <= 3pp),323150025,2012,2012-11-11,California,Oregon,17,59,0.0048,42,3.761,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),323220005,2012,2012-11-17,UAB,Memphis,9,46,0.0285,37,3.638,1.148
blowout (>=17) + close SR (|SRDiff| <= 3pp),323220213,2012,2012-11-17,Penn State,Indiana,45,22,0.0182,23,3.178,1.066
blowout (>=17) + close SR (|SRDiff| <= 3pp),323220344,2012,2012-11-17,Mississippi State,Arkansas,45,14,0.0048,31,3.466,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),323222390,2012,2012-11-17,Miami (FL),South Florida,40,9,-0.0163,31,3.466,0.95
blowout (>=17) + close SR (|SRDiff| <= 3pp),323222433,2012,2012-11-17,ULM,North Texas,42,16,-0.0231,26,3.296,0.895
blowout (>=17) + close SR (|SRDiff| <= 3pp),323220238,2012,2012-11-18,Vanderbilt,Tennessee,41,18,0.0108,23,3.178,1.006
blowout (>=17) + close SR (|SRDiff| <= 3pp),323280218,2012,2012-11-23,Temple,Syracuse,20,38,-0.0072,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),323290026,2012,2012-11-24,UCLA,Stanford,17,35,-0.0021,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),323290204,2012,2012-11-24,Oregon State,Oregon,24,48,-0.0147,24,3.219,0.962
blowout (>=17) + close SR (|SRDiff| <= 3pp),323290309,2012,2012-11-24,Louisiana,South Alabama,52,30,-0.0028,22,3.135,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),323292509,2012,2012-11-24,Purdue,Indiana,56,35,0.0299,21,3.091,1.159
blowout (>=17) + close SR (|SRDiff| <= 3pp),323500328,2012,2012-12-15,Utah State,Toledo,41,15,0.012,26,3.296,1.016
blowout (>=17) + close SR (|SRDiff| <= 3pp),323550021,2012,2012-12-21,San Diego State,BYU,6,23,0.0093,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),323592567,2012,2012-12-25,SMU,Fresno State,43,10,0.0134,33,3.526,1.027
blowout (>=17) + close SR (|SRDiff| <= 3pp),330032306,2012,2013-01-04,Kansas State,Oregon,17,35,0.006,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),332430259,2013,2013-08-31,Virginia Tech,Alabama,10,35,0.0101,25,3.258,1.001
blowout (>=17) + close SR (|SRDiff| <= 3pp),332430251,2013,2013-09-01,Texas,New Mexico State,56,7,-0.0036,49,3.912,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),332500002,2013,2013-09-07,Auburn,Arkansas State,38,9,-0.0238,29,3.401,0.89
blowout (>=17) + close SR (|SRDiff| <= 3pp),332500356,2013,2013-09-07,Illinois,Cincinnati,45,17,0.0179,28,3.367,1.063
blowout (>=17) + close SR (|SRDiff| <= 3pp),332502751,2013,2013-09-07,Wyoming,Idaho,42,10,-0.0021,32,3.497,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),332710264,2013,2013-09-28,Washington,Arizona,31,13,0.0079,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),332712084,2013,2013-09-28,Buffalo,UConn,41,12,-0.0043,29,3.401,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),332770328,2013,2013-10-05,Utah State,BYU,14,31,0.0008,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),332780084,2013,2013-10-05,Indiana,Penn State,44,24,0.0221,20,3.045,1.097
blowout (>=17) + close SR (|SRDiff| <= 3pp),332780130,2013,2013-10-05,Michigan,Minnesota,42,13,0.0217,29,3.401,1.094
blowout (>=17) + close SR (|SRDiff| <= 3pp),332780238,2013,2013-10-05,Vanderbilt,Missouri,28,51,-0.0178,23,3.178,0.938
blowout (>=17) + close SR (|SRDiff| <= 3pp),332850150,2013,2013-10-12,Duke,Navy,35,7,0.0206,28,3.367,1.085
blowout (>=17) + close SR (|SRDiff| <= 3pp),332922199,2013,2013-10-19,Eastern Michigan,Ohio,28,56,-0.0124,28,3.367,0.981
blowout (>=17) + close SR (|SRDiff| <= 3pp),332920068,2013,2013-10-20,Boise State,Nevada,34,17,-0.0221,17,2.89,0.903
blowout (>=17) + close SR (|SRDiff| <= 3pp),332980252,2013,2013-10-26,BYU,Boise State,37,20,0.0276,17,2.89,1.141
blowout (>=17) + close SR (|SRDiff| <= 3pp),332990066,2013,2013-10-26,Iowa State,Oklahoma State,27,58,0.0053,31,3.466,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),332992309,2013,2013-10-26,Kent State,Buffalo,21,41,0.0138,20,3.045,1.03
blowout (>=17) + close SR (|SRDiff| <= 3pp),332992628,2013,2013-10-26,TCU,Texas,7,30,-0.0284,23,3.178,0.853
blowout (>=17) + close SR (|SRDiff| <= 3pp),333060008,2013,2013-11-02,Arkansas,Auburn,17,35,0.0139,18,2.944,1.031
blowout (>=17) + close SR (|SRDiff| <= 3pp),333060026,2013,2013-11-02,UCLA,Colorado,45,23,0.002,22,3.135,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),333060142,2013,2013-11-02,Missouri,Tennessee,31,3,-0.0138,28,3.367,0.97
blowout (>=17) + close SR (|SRDiff| <= 3pp),333062229,2013,2013-11-02,FIU,East Carolina,13,34,-0.0062,21,3.091,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),333062641,2013,2013-11-02,Texas Tech,Oklahoma State,34,52,-0.0084,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),333130197,2013,2013-11-09,Oklahoma State,Kansas,42,6,0.0013,36,3.611,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),333132393,2013,2013-11-09,Middle Tennessee,FIU,48,0,-0.0161,48,3.892,0.951
blowout (>=17) + close SR (|SRDiff| <= 3pp),333132433,2013,2013-11-10,ULM,Arkansas State,14,42,0.003,28,3.367,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),333172309,2013,2013-11-14,Kent State,Miami (OH),24,6,-0.0111,18,2.944,0.991
blowout (>=17) + close SR (|SRDiff| <= 3pp),333172459,2013,2013-11-14,Northern Illinois,Ball State,48,27,-0.0295,21,3.091,0.844
blowout (>=17) + close SR (|SRDiff| <= 3pp),333200145,2013,2013-11-16,Ole Miss,Troy,51,21,0.024,30,3.434,1.112
blowout (>=17) + close SR (|SRDiff| <= 3pp),333200150,2013,2013-11-16,Duke,Miami (FL),48,30,-0.0091,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),333200164,2013,2013-11-16,Rutgers,Cincinnati,17,52,-0.0284,35,3.584,0.853
blowout (>=17) + close SR (|SRDiff| <= 3pp),333200201,2013,2013-11-16,Oklahoma,Iowa State,48,10,-0.0089,38,3.664,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),333200251,2013,2013-11-16,Texas,Oklahoma State,13,38,-0.0203,25,3.258,0.917
blowout (>=17) + close SR (|SRDiff| <= 3pp),333200356,2013,2013-11-16,Illinois,Ohio State,35,60,-0.0046,25,3.258,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),333270012,2013,2013-11-23,Arizona,Oregon,42,16,0.0226,26,3.296,1.101
blowout (>=17) + close SR (|SRDiff| <= 3pp),333270006,2013,2013-11-24,South Alabama,ULM,36,14,0.0046,22,3.135,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),333320251,2013,2013-11-29,Texas,Texas Tech,41,16,0.0184,25,3.258,1.068
blowout (>=17) + close SR (|SRDiff| <= 3pp),333330158,2013,2013-11-29,Nebraska,Iowa,17,38,-0.0063,21,3.091,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),333330248,2013,2013-11-29,Houston,SMU,34,0,-0.0213,34,3.555,0.91
blowout (>=17) + close SR (|SRDiff| <= 3pp),333330276,2013,2013-11-29,Marshall,East Carolina,59,28,0.0281,31,3.466,1.145
blowout (>=17) + close SR (|SRDiff| <= 3pp),333332117,2013,2013-11-29,Central Michigan,Eastern Michigan,42,10,0.0128,32,3.497,1.023
blowout (>=17) + close SR (|SRDiff| <= 3pp),333340152,2013,2013-11-30,NC State,Maryland,21,41,0.0172,20,3.045,1.057
blowout (>=17) + close SR (|SRDiff| <= 3pp),333342305,2013,2013-11-30,Kansas,Kansas State,10,31,-0.0278,21,3.091,0.858
blowout (>=17) + close SR (|SRDiff| <= 3pp),333340030,2013,2013-12-01,USC,UCLA,14,35,-0.0198,21,3.091,0.921
blowout (>=17) + close SR (|SRDiff| <= 3pp),333642426,2013,2013-12-30,Navy,Middle Tennessee,24,6,0.0196,18,2.944,1.077
blowout (>=17) + close SR (|SRDiff| <= 3pp),340040248,2013,2014-01-04,Houston,Vanderbilt,24,41,0.0082,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400547982,2014,2014-08-30,Navy,Ohio State,17,34,0.0144,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400547752,2014,2014-09-06,Troy,Duke,17,34,0.0208,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400547989,2014,2014-09-06,Purdue,Central Michigan,17,38,0.002,21,3.091,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400548014,2014,2014-09-06,Louisiana,Louisiana Tech,20,48,0.0183,28,3.367,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400548202,2014,2014-09-28,San Diego State,UNLV,34,17,0.0207,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400547797,2014,2014-10-04,North Carolina,Virginia Tech,17,34,0.0049,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400547865,2014,2014-10-04,Texas,Baylor,7,28,0.005,21,3.091,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400548283,2014,2014-10-11,California,Washington,7,31,-0.0074,24,3.219,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400548210,2014,2014-10-12,Utah State,Air Force,34,16,0.0277,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400548050,2014,2014-10-18,FIU,Marshall,13,45,0.0094,32,3.497,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400547776,2014,2014-10-25,Pittsburgh,Georgia Tech,28,56,0.0033,28,3.367,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400547879,2014,2014-10-25,Oklahoma State,West Virginia,10,34,-0.0278,24,3.219,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400547880,2014,2014-10-25,TCU,Texas Tech,82,27,0.0062,55,4.025,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400548055,2014,2014-10-25,Marshall,FAU,35,16,-0.0047,19,2.996,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400548348,2014,2014-11-01,Georgia,Florida,20,38,0.0065,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400548066,2014,2014-11-02,UTEP,Southern Miss,35,14,-0.0064,21,3.091,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400548147,2014,2014-11-05,Akron,Bowling Green,10,27,-0.0235,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400547737,2014,2014-11-09,Boston College,Louisville,19,38,0.0186,19,2.996,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400548301,2014,2014-11-09,Arizona,Colorado,38,20,0.0044,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400547711,2014,2014-11-15,Tulane,Memphis,7,38,0.0077,31,3.466,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400547713,2014,2014-11-15,Penn State,Temple,30,13,0.0149,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400548447,2014,2014-11-15,Idaho,Troy,17,34,-0.018,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400548311,2014,2014-11-22,Arizona State,Washington State,52,31,-0.0029,21,3.091,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400548321,2014,2014-11-30,Washington State,Washington,13,31,-0.0198,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400610177,2014,2015-01-01,Florida State,Oregon,20,59,0.0029,39,3.689,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400787302,2015,2015-09-04,Idaho,Ohio,28,45,-0.0072,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400603838,2015,2015-09-05,Texas A&M,Arizona State,38,17,0.0151,21,3.091,1.021
blowout (>=17) + close SR (|SRDiff| <= 3pp),400603870,2015,2015-09-12,Vanderbilt,Georgia,14,31,0.0215,17,2.89,1.047
blowout (>=17) + close SR (|SRDiff| <= 3pp),400787119,2015,2015-09-12,Wyoming,Eastern Michigan,29,48,0.0242,19,2.996,1.058
blowout (>=17) + close SR (|SRDiff| <= 3pp),400792601,2015,2015-09-12,Florida State,South Florida,34,14,0.0259,20,3.045,1.066
blowout (>=17) + close SR (|SRDiff| <= 3pp),400763510,2015,2015-09-19,Maryland,South Florida,35,17,-0.0149,18,2.944,0.981
blowout (>=17) + close SR (|SRDiff| <= 3pp),400757029,2015,2015-09-20,Fresno State,Utah,24,45,-0.0116,21,3.091,0.994
blowout (>=17) + close SR (|SRDiff| <= 3pp),400764876,2015,2015-10-03,Navy,Air Force,33,11,-0.0205,22,3.135,0.959
blowout (>=17) + close SR (|SRDiff| <= 3pp),400787253,2015,2015-10-03,Appalachian State,Wyoming,31,13,0.0196,18,2.944,1.039
blowout (>=17) + close SR (|SRDiff| <= 3pp),400763619,2015,2015-10-04,UTEP,UTSA,6,25,0.0031,19,2.996,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400603897,2015,2015-10-17,Texas A&M,Alabama,23,41,0.0274,18,2.944,1.072
blowout (>=17) + close SR (|SRDiff| <= 3pp),400603888,2015,2015-10-24,LSU,Western Kentucky,48,20,0.0173,28,3.367,1.03
blowout (>=17) + close SR (|SRDiff| <= 3pp),400763549,2015,2015-10-24,Michigan State,Indiana,52,26,-0.0292,26,3.296,0.926
blowout (>=17) + close SR (|SRDiff| <= 3pp),400763635,2015,2015-10-24,Marshall,North Texas,30,13,0.0263,17,2.89,1.068
blowout (>=17) + close SR (|SRDiff| <= 3pp),400764893,2015,2015-10-24,Navy,Tulane,31,14,0.0043,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400787458,2015,2015-10-24,Texas State,South Alabama,36,18,0.0224,18,2.944,1.051
blowout (>=17) + close SR (|SRDiff| <= 3pp),400764896,2015,2015-10-30,UConn,East Carolina,31,13,0.0184,18,2.944,1.034
blowout (>=17) + close SR (|SRDiff| <= 3pp),400763642,2015,2015-10-31,Southern Miss,UTEP,34,13,-0.0191,21,3.091,0.964
blowout (>=17) + close SR (|SRDiff| <= 3pp),400787273,2015,2015-10-31,Colorado State,San Diego State,17,41,-0.0098,24,3.219,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400603911,2015,2015-11-06,Missouri,Mississippi State,13,31,0.0019,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400756975,2015,2015-11-07,North Carolina,Duke,66,31,-0.018,35,3.584,0.969
blowout (>=17) + close SR (|SRDiff| <= 3pp),400763452,2015,2015-11-08,Texas,Kansas,59,20,0.0174,39,3.689,1.03
blowout (>=17) + close SR (|SRDiff| <= 3pp),400756985,2015,2015-11-14,Notre Dame,Wake Forest,28,7,-0.0177,21,3.091,0.97
blowout (>=17) + close SR (|SRDiff| <= 3pp),400763569,2015,2015-11-14,Rutgers,Nebraska,14,31,0.0234,17,2.89,1.055
blowout (>=17) + close SR (|SRDiff| <= 3pp),400787473,2015,2015-11-14,Texas State,Georgia State,19,41,0.0249,22,3.135,1.061
blowout (>=17) + close SR (|SRDiff| <= 3pp),400787283,2015,2015-11-15,Hawai'i,Fresno State,14,42,-0.0149,28,3.367,0.98
blowout (>=17) + close SR (|SRDiff| <= 3pp),400756990,2015,2015-11-21,Miami (FL),Georgia Tech,38,21,-0.029,17,2.89,0.927
blowout (>=17) + close SR (|SRDiff| <= 3pp),400787360,2015,2015-11-21,Akron,Buffalo,42,21,0.0,21,3.091,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400757086,2015,2015-11-27,Washington,Washington State,45,10,-0.0217,35,3.584,0.954
blowout (>=17) + close SR (|SRDiff| <= 3pp),400787297,2015,2015-11-28,Utah State,BYU,28,51,0.0049,23,3.178,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400852677,2015,2015-12-06,Stanford,USC,41,22,0.016,19,2.996,1.024
blowout (>=17) + close SR (|SRDiff| <= 3pp),400852686,2015,2015-12-20,Louisiana Tech,Arkansas State,47,28,0.0031,19,2.996,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869262,2016,2016-09-03,Iowa,Miami (OH),45,21,-0.0175,24,3.219,0.933
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869116,2016,2016-09-17,Washington State,Idaho,56,6,-0.0187,50,3.932,0.928
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869281,2016,2016-09-17,Bowling Green,Middle Tennessee,21,41,-0.0164,20,3.045,0.937
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869720,2016,2016-09-17,Appalachian State,Miami (FL),10,45,0.0258,35,3.584,1.109
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869290,2016,2016-09-24,Western Michigan,Georgia Southern,49,31,0.004,18,2.944,1.016
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869374,2016,2016-10-01,North Texas,Middle Tennessee,13,30,0.0197,17,2.89,1.082
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869212,2016,2016-10-02,South Alabama,San Diego State,42,24,0.0125,18,2.944,1.051
blowout (>=17) + close SR (|SRDiff| <= 3pp),400868962,2016,2016-10-08,Old Dominion,Massachusetts,36,16,0.0088,20,3.045,1.036
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869628,2016,2016-10-22,West Virginia,TCU,34,10,0.0089,24,3.219,1.036
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869679,2016,2016-10-29,Illinois,Minnesota,17,40,0.0125,23,3.178,1.051
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869324,2016,2016-11-04,Miami (OH),Central Michigan,37,17,-0.004,20,3.045,0.984
blowout (>=17) + close SR (|SRDiff| <= 3pp),400868930,2016,2016-11-05,Cincinnati,BYU,3,20,0.0186,17,2.89,1.077
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869480,2016,2016-11-05,North Carolina,Georgia Tech,48,20,0.0045,28,3.367,1.018
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869155,2016,2016-11-11,Arizona State,Utah,26,49,0.0177,23,3.178,1.073
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869558,2016,2016-11-12,East Carolina,SMU,31,55,-0.0236,24,3.219,0.91
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869332,2016,2016-11-17,Toledo,Ball State,37,19,-0.0156,18,2.944,0.939
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869847,2016,2016-11-18,Troy,Arkansas State,3,35,0.0056,32,3.497,1.023
blowout (>=17) + close SR (|SRDiff| <= 3pp),400868932,2016,2016-11-19,BYU,Massachusetts,51,9,0.0088,42,3.761,1.036
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869064,2016,2016-11-19,Tennessee,Missouri,63,37,-0.0204,26,3.296,0.922
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869617,2016,2016-11-20,West Virginia,Oklahoma,28,56,-0.0159,28,3.367,0.938
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869072,2016,2016-11-26,Ole Miss,Mississippi State,20,55,-0.0085,35,3.584,0.967
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869420,2016,2016-11-26,UTEP,North Texas,52,24,0.0058,28,3.367,1.024
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869570,2016,2016-11-26,UConn,Tulane,13,38,0.0253,25,3.258,1.106
blowout (>=17) + close SR (|SRDiff| <= 3pp),400869596,2016,2016-11-26,Iowa State,West Virginia,19,49,0.0253,30,3.434,1.107
blowout (>=17) + close SR (|SRDiff| <= 3pp),400926947,2016,2016-12-03,Navy,Temple,10,34,0.0086,24,3.219,1.035
blowout (>=17) + close SR (|SRDiff| <= 3pp),400876049,2016,2016-12-25,Middle Tennessee,Hawai'i,35,52,-0.0135,17,2.89,0.947
blowout (>=17) + close SR (|SRDiff| <= 3pp),400933850,2017,2017-09-09,Missouri,South Carolina,13,31,0.006,18,2.944,1.024
blowout (>=17) + close SR (|SRDiff| <= 3pp),400935245,2017,2017-09-09,Penn State,Pittsburgh,33,14,-0.0291,19,2.996,0.89
blowout (>=17) + close SR (|SRDiff| <= 3pp),400935351,2017,2017-09-16,Iowa,North Texas,31,14,0.0035,17,2.89,1.014
blowout (>=17) + close SR (|SRDiff| <= 3pp),400935361,2017,2017-09-23,Maryland,UCF,10,38,0.0023,28,3.367,1.009
blowout (>=17) + close SR (|SRDiff| <= 3pp),400935280,2017,2017-09-24,Stanford,UCLA,58,34,0.0139,24,3.219,1.057
blowout (>=17) + close SR (|SRDiff| <= 3pp),400938619,2017,2017-09-24,New Mexico State,UTEP,41,14,0.0121,27,3.332,1.05
blowout (>=17) + close SR (|SRDiff| <= 3pp),400944846,2017,2017-10-05,Georgia Southern,Arkansas State,25,43,-0.0241,18,2.944,0.908
blowout (>=17) + close SR (|SRDiff| <= 3pp),400935371,2017,2017-10-07,Iowa,Illinois,45,16,0.0219,29,3.401,1.092
blowout (>=17) + close SR (|SRDiff| <= 3pp),400944988,2017,2017-10-07,Akron,Ball State,31,3,0.0169,28,3.367,1.07
blowout (>=17) + close SR (|SRDiff| <= 3pp),400945269,2017,2017-10-07,San Jose State,Fresno State,10,27,0.0264,17,2.89,1.111
blowout (>=17) + close SR (|SRDiff| <= 3pp),400935295,2017,2017-10-15,Arizona,UCLA,47,30,-0.0015,17,2.89,0.994
blowout (>=17) + close SR (|SRDiff| <= 3pp),400935299,2017,2017-10-15,Stanford,Oregon,49,7,0.0089,42,3.761,1.036
blowout (>=17) + close SR (|SRDiff| <= 3pp),400935301,2017,2017-10-21,Utah,Arizona State,10,30,-0.0183,20,3.045,0.929
blowout (>=17) + close SR (|SRDiff| <= 3pp),400938647,2017,2017-10-28,Southern Miss,UAB,12,30,0.0263,18,2.944,1.111
blowout (>=17) + close SR (|SRDiff| <= 3pp),400945288,2017,2017-10-28,BYU,San Jose State,41,20,-0.0167,21,3.091,0.935
blowout (>=17) + close SR (|SRDiff| <= 3pp),400945009,2017,2017-11-01,Ohio,Miami (OH),45,28,0.0239,17,2.89,1.1
