season_year,team_name,rating
2017,Clemson,2.853065
2017,Ohio State,2.763302
2017,Oklahoma,2.681334
2017,Auburn,2.665419
2017,Wisconsin,2.511213
2017,Notre Dame,2.474906
2017,UCF,2.21984
2017,Penn State,2.123945
2017,TCU,2.051217
2017,Michigan State,2.024027
2017,USC,1.887045
2017,Iowa,1.886162
2017,Miami (FL),1.858102
2017,Northwestern,1.84776
2017,Oklahoma State,1.732257
2017,Stanford,1.680139
2017,Iowa State,1.654629
2017,NC State,1.643315
2017,Mississippi State,1.630414
2017,LSU,1.601104
2017,Wake Forest,1.575818
2017,South Carolina,1.574141
2017,Washington State,1.442172
2017,Boise State,1.439705
2017,Washington,1.389438
2017,Kansas State,1.338464
2017,Texas,1.332975
2017,Purdue,1.310357
2017,Florida State,1.30218
2017,Boston College,1.287228
2017,Virginia Tech,1.273026
2017,Fresno State,1.272405
2017,Louisville,1.258387
2017,Army,1.231026
2017,Michigan,1.224766
2017,Duke,1.205904
2017,FAU,1.155369
2017,Memphis,1.154779
2017,Navy,1.122503
2017,Arizona State,1.096723
2017,Texas A&M,1.092456
2017,Kentucky,1.085233
2017,Troy,1.07945
2017,West Virginia,1.070762
2017,San Diego State,1.022645
2017,Utah,1.016903
2017,South Florida,1.000419
2017,UCLA,0.96847
2017,Ole Miss,0.962615
2017,Houston,0.959784
2017,Syracuse,0.953781
2017,Texas Tech,0.950631
2017,Georgia Tech,0.941968
2017,Virginia,0.937073
2017,Oregon,0.905093
2017,Missouri,0.902016
2017,Pittsburgh,0.889659
2017,Arizona,0.848169
2017,North Texas,0.843319
2017,Toledo,0.842659
2017,Temple,0.836935
2017,Vanderbilt,0.828827
2017,Appalachian State,0.819526
2017,Maryland,0.79434
2017,Florida,0.776354
2017,Nebraska,0.76978
2017,Marshall,0.734622
2017,Ohio,0.733433
2017,SMU,0.719171
2017,Minnesota,0.70174
2017,California,0.695478
2017,Wyoming,0.691964
2017,Middle Tennessee,0.679058
2017,Tennessee,0.675807
2017,Indiana,0.674712
2017,Arkansas,0.674015
2017,Rutgers,0.673222
2017,Tulane,0.664489
2017,Louisiana Tech,0.647106
2017,FIU,0.628354
2017,Akron,0.619807
2017,Northern Illinois,0.619508
2017,Central Michigan,0.604027
2017,Southern Miss,0.598755
2017,UAB,0.566627
2017,Colorado State,0.550086
2017,New Mexico State,0.54973
2017,Georgia State,0.532791
2017,UNLV,0.529389
2017,Buffalo,0.525072
2017,Utah State,0.491509
2017,North Carolina,0.491474
2017,Air Force,0.478037
2017,Colorado,0.474772
2017,Western Michigan,0.442117
2017,Miami (OH),0.44119
2017,South Alabama,0.438292
2017,Cincinnati,0.438208
2017,Illinois,0.435642
2017,Arkansas State,0.435102
2017,ULM,0.434798
2017,Eastern Michigan,0.433673
2017,BYU,0.429269
2017,East Carolina,0.421499
2017,Tulsa,0.41673
2017,UConn,0.414753
2017,Western Kentucky,0.409178
2017,Baylor,0.395571
2017,Nevada,0.385179
2017,Massachusetts,0.374633
2017,Old Dominion,0.371503
2017,UTSA,0.361355
2017,Louisiana,0.345843
2017,Kansas,0.345041
2017,Idaho,0.341033
2017,New Mexico,0.323627
2017,Bowling Green,0.312228
2017,San Jose State,0.306799
2017,Georgia Southern,0.300654
2017,Kent State,0.27708
2017,Oregon State,0.276987
2017,Coastal Carolina,0.2739
2017,Hawai'i,0.258887
2017,Charlotte,0.253871
2017,Rice,0.245224
2017,UTEP,0.229717
2017,Ball State,0.218083
2017,Texas State,0.179908
2018,Clemson,5.378308
2018,Alabama,3.709456
2018,Ohio State,2.954403
2018,Notre Dame,2.739321
2018,Oklahoma,2.534782
2018,Texas,2.424553
2018,Northwestern,2.231322
2018,Georgia,2.110109
2018,Michigan,1.97279
2018,Washington,1.937958
2018,Kentucky,1.897509
2018,Florida,1.896887
2018,Washington State,1.855674
2018,LSU,1.812707
2018,Texas A&M,1.806949
2018,Stanford,1.75911
2018,Iowa,1.743001
2018,Syracuse,1.690285
2018,Penn State,1.661144
2018,Duke,1.639052
2018,Pittsburgh,1.631874
2018,Auburn,1.602795
2018,Utah,1.577611
2018,Purdue,1.561272
2018,Oklahoma State,1.544747
2018,Minnesota,1.535978
2018,West Virginia,1.527011
2018,Oregon,1.508824
2018,TCU,1.456096
2018,Wisconsin,1.443175
2018,Iowa State,1.413955
2018,Michigan State,1.33737
2018,Fresno State,1.327687
2018,Missouri,1.318175
2018,Mississippi State,1.304554
2018,Virginia,1.280132
2018,UCF,1.22008
2018,Baylor,1.185009
2018,Arizona State,1.182887
2018,NC State,1.168201
2018,Wake Forest,1.164148
2018,Cincinnati,1.158597
2018,South Carolina,1.12189
2018,Maryland,1.103103
2018,Georgia Tech,1.087553
2018,California,1.082844
2018,Miami (FL),1.072744
2018,Boise State,1.056292
2018,Virginia Tech,1.053008
2018,Boston College,1.047976
2018,UAB,1.013285
2018,Northern Illinois,0.959038
2018,Appalachian State,0.948839
2018,Army,0.943636
2018,Troy,0.93992
2018,Florida State,0.936994
2018,Tennessee,0.936241
2018,USC,0.927797
2018,Texas Tech,0.918621
2018,BYU,0.910923
2018,Indiana,0.9034
2018,Georgia Southern,0.890004
2018,Temple,0.887008
2018,Nebraska,0.870156
2018,Vanderbilt,0.848746
2018,Ohio,0.847907
2018,Buffalo,0.815971
2018,Kansas State,0.80893
2018,Utah State,0.795797
2018,Arizona,0.775343
2018,UCLA,0.762634
2018,Marshall,0.757099
2018,San Diego State,0.749759
2018,Middle Tennessee,0.74524
2018,Colorado,0.694259
2018,Nevada,0.691331
2018,Eastern Michigan,0.685228
2018,Tulane,0.681286
2018,FIU,0.665491
2018,Miami (OH),0.654285
2018,Western Michigan,0.652156
2018,Houston,0.628509
2018,Kansas,0.618136
2018,Illinois,0.606508
2018,Ole Miss,0.602207
2018,Louisiana Tech,0.596918
2018,South Florida,0.594012
2018,Akron,0.580757
2018,Hawai'i,0.564235
2018,Memphis,0.552127
2018,Arkansas State,0.540147
2018,Louisiana,0.539464
2018,Toledo,0.530191
2018,North Texas,0.524926
2018,Louisville,0.507031
2018,North Carolina,0.504525
2018,ULM,0.466769
2018,SMU,0.466005
2018,Coastal Carolina,0.460635
2018,Oregon State,0.456498
2018,FAU,0.427429
2018,Southern Miss,0.417906
2018,Liberty,0.405441
2018,Rutgers,0.402294
2018,Old Dominion,0.392096
2018,Wyoming,0.383113
2018,UNLV,0.373838
2018,Charlotte,0.372936
2018,Arkansas,0.3711
2018,Navy,0.358649
2018,Ball State,0.351418
2018,East Carolina,0.337543
2018,Massachusetts,0.334446
2018,Air Force,0.323417
2018,Western Kentucky,0.303185
2018,Bowling Green,0.30014
2018,Colorado State,0.29506
2018,San Jose State,0.275349
2018,Tulsa,0.272844
2018,South Alabama,0.271961
2018,UTSA,0.267633
2018,New Mexico,0.256959
2018,Rice,0.248112
2018,Georgia State,0.238154
2018,New Mexico State,0.231593
2018,Kent State,0.221268
2018,Central Michigan,0.206859
2018,UConn,0.203345
2018,Texas State,0.200009
2018,UTEP,0.168071
2019,LSU,5.098874
2019,Clemson,3.51734
2019,Ohio State,2.747761
2019,Oregon,2.724506
2019,Georgia,2.546012
2019,Oklahoma,2.087648
2019,Penn State,2.083045
2019,Utah,2.047983
2019,Notre Dame,2.030815
2019,Wisconsin,1.986091
2019,Florida,1.964945
2019,Iowa,1.926624
2019,Minnesota,1.828357
2019,Washington,1.823149
2019,USC,1.811466
2019,Auburn,1.787658
2019,Alabama,1.775907
2019,Arizona State,1.744832
2019,Texas,1.703493
2019,Michigan,1.641614
2019,Boise State,1.554831
2019,Cincinnati,1.539372
2019,Memphis,1.536766
2019,Baylor,1.484128
2019,California,1.424449
2019,Appalachian State,1.389662
2019,Louisville,1.388575
2019,Hawai'i,1.343199
2019,Air Force,1.32594
2019,Virginia,1.32332
2019,Navy,1.302658
2019,Texas A&M,1.261443
2019,Tennessee,1.251759
2019,Michigan State,1.220551
2019,BYU,1.217324
2019,Kentucky,1.211658
2019,Pittsburgh,1.185801
2019,UCF,1.163034
2019,Kansas State,1.160871
2019,Louisiana,1.157993
2019,Colorado,1.1515
2019,North Carolina,1.126553
2019,FAU,1.124851
2019,Oklahoma State,1.108632
2019,San Diego State,1.08921
2019,Wake Forest,1.087212
2019,Miami (FL),1.072845
2019,Oregon State,1.050701
2019,UCLA,1.042166
2019,Virginia Tech,1.022595
2019,Iowa State,1.006862
2019,Illinois,1.000603
2019,South Carolina,0.996851
2019,SMU,0.98008
2019,Florida State,0.973938
2019,Mississippi State,0.964777
2019,Stanford,0.959442
2019,Miami (OH),0.934527
2019,Boston College,0.92747
2019,Washington State,0.924418
2019,Kent State,0.892753
2019,Marshall,0.886237
2019,Utah State,0.880644
2019,Western Kentucky,0.870779
2019,Buffalo,0.857554
2019,Temple,0.85093
2019,Indiana,0.839598
2019,Ohio,0.807519
2019,Louisiana Tech,0.803166
2019,Georgia Southern,0.791002
2019,Western Michigan,0.783975
2019,Wyoming,0.783338
2019,Arizona,0.754504
2019,TCU,0.734847
2019,Syracuse,0.733341
2019,Nebraska,0.731408
2019,Arkansas State,0.729439
2019,Toledo,0.727001
2019,Duke,0.725156
2019,Central Michigan,0.707925
2019,Missouri,0.675798
2019,Nevada,0.671079
2019,Georgia State,0.66265
2019,West Virginia,0.662172
2019,Tulane,0.662063
2019,Liberty,0.644231
2019,Purdue,0.637495
2019,Eastern Michigan,0.636374
2019,Georgia Tech,0.62695
2019,Tulsa,0.625307
2019,Ball State,0.590385
2019,Northwestern,0.562
2019,Northern Illinois,0.548715
2019,Vanderbilt,0.54626
2019,Charlotte,0.544935
2019,UAB,0.542785
2019,Ole Miss,0.5331
2019,Texas Tech,0.52548
2019,Fresno State,0.515507
2019,South Florida,0.509224
2019,NC State,0.497875
2019,Maryland,0.495433
2019,FIU,0.483617
2019,Rutgers,0.481595
2019,Kansas,0.477679
2019,Southern Miss,0.463411
2019,ULM,0.447931
2019,Middle Tennessee,0.426113
2019,UNLV,0.425607
2019,Houston,0.422062
2019,Arkansas,0.409955
2019,San Jose State,0.408824
2019,Troy,0.389891
2019,Colorado State,0.382725
2019,Bowling Green,0.361134
2019,Coastal Carolina,0.357959
2019,Texas State,0.335017
2019,Army,0.311954
2019,Rice,0.309038
2019,South Alabama,0.308214
2019,New Mexico,0.272898
2019,North Texas,0.258615
2019,UTSA,0.247978
2019,East Carolina,0.245454
2019,UConn,0.230839
2019,New Mexico State,0.208365
2019,Akron,0.188029
2019,Old Dominion,0.185174
2019,Massachusetts,0.165114
2019,UTEP,0.121192
2020,Alabama,8.940483
2020,Texas A&M,4.116908
2020,Oklahoma,3.880615
2020,Florida,3.64387
2020,Georgia,3.550433
2020,Iowa State,3.155798
2020,Ohio State,3.153074
2020,Auburn,2.984099
2020,Notre Dame,2.79212
2020,Oklahoma State,2.780062
2020,Clemson,2.513491
2020,LSU,2.405348
2020,Kentucky,2.367141
2020,Missouri,2.203257
2020,Ole Miss,2.115694
2020,Louisiana,2.113653
2020,Texas,2.079489
2020,Mississippi State,2.066827
2020,Coastal Carolina,1.964912
2020,Arkansas,1.892653
2020,North Carolina,1.865177
2020,Northwestern,1.835142
2020,Miami (FL),1.803505
2020,TCU,1.798464
2020,Kansas State,1.708467
2020,NC State,1.639201
2020,Tennessee,1.573268
2020,Liberty,1.536807
2020,West Virginia,1.513388
2020,South Carolina,1.313903
2020,Virginia Tech,1.274048
2020,BYU,1.241584
2020,Appalachian State,1.168206
2020,Cincinnati,1.147617
2020,Boston College,1.091987
2020,Pittsburgh,1.069241
2020,Virginia,1.065219
2020,Texas Tech,1.010131
2020,Georgia Southern,0.989537
2020,Georgia State,0.944408
2020,Baylor,0.897632
2020,Washington,0.877697
2020,Indiana,0.867647
2020,Oregon,0.852087
2020,Tulsa,0.843833
2020,Memphis,0.836458
2020,USC,0.814581
2020,Utah,0.807633
2020,Wake Forest,0.803391
2020,Arkansas State,0.799398
2020,Ball State,0.797618
2020,Arizona State,0.790238
2020,Louisville,0.787255
2020,Army,0.780524
2020,Wisconsin,0.756954
2020,Marshall,0.755637
2020,Tulane,0.7516
2020,Buffalo,0.746558
2020,Florida State,0.722618
2020,Nevada,0.712886
2020,California,0.712051
2020,UAB,0.708656
2020,Georgia Tech,0.699742
2020,Miami (OH),0.689319
2020,UTSA,0.685811
2020,SMU,0.685175
2020,UCF,0.682399
2020,Michigan State,0.676412
2020,Iowa,0.674397
2020,San Jose State,0.669065
2020,Colorado,0.659645
2020,Troy,0.655365
2020,Stanford,0.652741
2020,Vanderbilt,0.622835
2020,South Alabama,0.617978
2020,Ohio,0.610058
2020,Kent State,0.572444
2020,Boise State,0.569187
2020,Washington State,0.563499
2020,Syracuse,0.561059
2020,FAU,0.556324
2020,Duke,0.551404
2020,Penn State,0.540032
2020,Texas State,0.539554
2020,Kansas,0.539415
2020,Hawai'i,0.532121
2020,UCLA,0.522612
2020,Michigan,0.521333
2020,Louisiana Tech,0.510762
2020,Western Kentucky,0.506184
2020,Oregon State,0.484877
2020,Air Force,0.48476
2020,Rutgers,0.465038
2020,Nebraska,0.456815
2020,Maryland,0.454301
2020,Western Michigan,0.448733
2020,Toledo,0.438097
2020,Minnesota,0.436037
2020,Central Michigan,0.427766
2020,Navy,0.422449
2020,Houston,0.417794
2020,Purdue,0.415084
2020,FIU,0.414723
2020,Rice,0.403903
2020,Colorado State,0.401532
2020,Middle Tennessee,0.395883
2020,Arizona,0.395136
2020,San Diego State,0.388091
2020,Wyoming,0.378984
2020,East Carolina,0.365082
2020,Fresno State,0.363998
2020,Eastern Michigan,0.356054
2020,North Texas,0.350708
2020,Massachusetts,0.347494
2020,Charlotte,0.344406
2020,Utah State,0.329934
2020,Southern Miss,0.323667
2020,Illinois,0.31068
2020,Bowling Green,0.30272
2020,ULM,0.285649
2020,New Mexico,0.274791
2020,UTEP,0.268474
2020,Northern Illinois,0.263467
2020,Akron,0.258814
2020,Temple,0.248448
2020,UNLV,0.244789
2020,South Florida,0.213991
2021,Georgia,5.19648
2021,Alabama,3.868277
2021,Baylor,2.924354
2021,Oklahoma State,2.911597
2021,Michigan,2.519576
2021,Ohio State,2.247528
2021,Oklahoma,2.120546
2021,Michigan State,2.02362
2021,Arkansas,1.845479
2021,Ole Miss,1.803634
2021,Cincinnati,1.756287
2021,Purdue,1.750823
2021,Iowa,1.746048
2021,Kentucky,1.736354
2021,Wisconsin,1.725023
2021,Minnesota,1.712912
2021,Notre Dame,1.710212
2021,San Diego State,1.63188
2021,Clemson,1.626853
2021,Texas A&M,1.602513
2021,Kansas State,1.571736
2021,Iowa State,1.555769
2021,Texas Tech,1.478643
2021,Pittsburgh,1.463656
2021,Utah State,1.41453
2021,Oregon,1.413794
2021,Auburn,1.364583
2021,Wake Forest,1.353658
2021,Houston,1.348817
2021,Utah,1.331417
2021,Mississippi State,1.329735
2021,Penn State,1.32129
2021,Army,1.256109
2021,Tennessee,1.238709
2021,Texas,1.234103
2021,Air Force,1.229873
2021,Fresno State,1.221251
2021,UTSA,1.206725
2021,West Virginia,1.202301
2021,LSU,1.199134
2021,Boise State,1.184909
2021,Maryland,1.169154
2021,BYU,1.1686
2021,South Carolina,1.162283
2021,TCU,1.148309
2021,Western Michigan,1.143969
2021,Louisiana,1.138602
2021,Central Michigan,1.109652
2021,Northern Illinois,1.067097
2021,UAB,1.027176
2021,Wyoming,1.023985
2021,Missouri,1.019088
2021,NC State,1.006785
2021,Miami (FL),0.978532
2021,UCF,0.959292
2021,Illinois,0.92115
2021,North Carolina,0.882845
2021,Oregon State,0.881969
2021,Western Kentucky,0.880502
2021,Liberty,0.880154
2021,Coastal Carolina,0.878023
2021,UCLA,0.875868
2021,Florida,0.868687
2021,Nevada,0.86725
2021,Georgia State,0.841938
2021,Appalachian State,0.840292
2021,Miami (OH),0.837774
2021,SMU,0.801244
2021,Kent State,0.801025
2021,Ball State,0.795022
2021,Tulsa,0.774204
2021,Eastern Michigan,0.771996
2021,Louisville,0.767884
2021,Arizona State,0.765016
2021,Washington State,0.756714
2021,Virginia,0.741033
2021,Navy,0.73897
2021,Rutgers,0.723501
2021,Virginia Tech,0.707023
2021,Hawai'i,0.701799
2021,Toledo,0.701412
2021,Florida State,0.69755
2021,Memphis,0.670677
2021,East Carolina,0.611969
2021,Syracuse,0.601031
2021,Stanford,0.596485
2021,Boston College,0.594322
2021,Middle Tennessee,0.588783
2021,Kansas,0.58105
2021,San Jose State,0.572596
2021,North Texas,0.571815
2021,Marshall,0.564748
2021,Indiana,0.546017
2021,Bowling Green,0.543306
2021,Nebraska,0.535611
2021,Georgia Tech,0.534115
2021,California,0.533452
2021,UTEP,0.524636
2021,USC,0.524499
2021,Northwestern,0.503354
2021,Colorado State,0.482005
2021,Vanderbilt,0.473889
2021,Colorado,0.470881
2021,Rice,0.451214
2021,New Mexico,0.449543
2021,Washington,0.448985
2021,Ohio,0.442643
2021,UNLV,0.43428
2021,Old Dominion,0.428484
2021,ULM,0.422992
2021,Duke,0.358364
2021,Texas State,0.355756
2021,Charlotte,0.35257
2021,Troy,0.349167
2021,Buffalo,0.345313
2021,FAU,0.344867
2021,Temple,0.341253
2021,South Alabama,0.338299
2021,New Mexico State,0.333509
2021,Tulane,0.328902
2021,Louisiana Tech,0.316604
2021,Arizona,0.309562
2021,Akron,0.30231
2021,Southern Miss,0.290607
2021,South Florida,0.284379
2021,Georgia Southern,0.278061
2021,UConn,0.250365
2021,Arkansas State,0.224746
2021,Massachusetts,0.221184
2021,FIU,0.166691
2022,Georgia,5.228469
2022,TCU,3.488171
2022,Tennessee,2.496823
2022,Alabama,2.315802
2022,Michigan,2.25752
2022,Kansas State,2.210052
2022,Ohio State,2.172328
2022,LSU,2.146097
2022,Clemson,1.968382
2022,Tulane,1.958113
2022,Penn State,1.89199
2022,Florida State,1.861231
2022,Notre Dame,1.839556
2022,Washington,1.783523
2022,USC,1.717243
2022,Oregon,1.689574
2022,Texas Tech,1.650452
2022,Mississippi State,1.636328
2022,Texas,1.629748
2022,South Carolina,1.611047
2022,Oregon State,1.566936
2022,Utah,1.559169
2022,Louisville,1.499518
2022,NC State,1.492377
2022,Arkansas,1.46257
2022,Wake Forest,1.455299
2022,Troy,1.396525
2022,Maryland,1.358751
2022,Pittsburgh,1.336282
2022,Iowa,1.31815
2022,Kentucky,1.315269
2022,Ole Miss,1.309688
2022,UCLA,1.257787
2022,Florida,1.251351
2022,North Carolina,1.24036
2022,Minnesota,1.21216
2022,Oklahoma State,1.211763
2022,Wisconsin,1.19406
2022,Syracuse,1.185897
2022,Purdue,1.183135
2022,UCF,1.158685
2022,Missouri,1.141045
2022,Duke,1.13708
2022,Kansas,1.116186
2022,Oklahoma,1.109367
2022,BYU,1.084372
2022,Illinois,1.082225
2022,Baylor,1.066874
2022,East Carolina,1.037975
2022,Houston,1.035654
2022,UTSA,1.026525
2022,Marshall,1.021712
2022,Boise State,1.016132
2022,Fresno State,1.002112
2022,Toledo,0.957437
2022,Georgia Tech,0.938989
2022,Coastal Carolina,0.928202
2022,Air Force,0.914548
2022,Texas A&M,0.914126
2022,Ohio,0.907119
2022,Auburn,0.904245
2022,Cincinnati,0.899793
2022,Liberty,0.893801
2022,West Virginia,0.880287
2022,Western Kentucky,0.875232
2022,Vanderbilt,0.859353
2022,Southern Miss,0.856957
2022,Washington State,0.856844
2022,SMU,0.841217
2022,Michigan State,0.816418
2022,Iowa State,0.797512
2022,Buffalo,0.792556
2022,South Alabama,0.772244
2022,Boston College,0.724805
2022,Memphis,0.724504
2022,Bowling Green,0.709277
2022,UAB,0.700204
2022,UConn,0.69008
2022,Eastern Michigan,0.68844
2022,Indiana,0.68632
2022,Arizona,0.67777
2022,Middle Tennessee,0.674583
2022,Kent State,0.666127
2022,James Madison,0.66106
2022,Stanford,0.658501
2022,North Texas,0.641251
2022,Louisiana,0.639171
2022,Utah State,0.624589
2022,Miami (FL),0.623548
2022,Appalachian State,0.616892
2022,Navy,0.609767
2022,Nebraska,0.604306
2022,Wyoming,0.601212
2022,New Mexico State,0.59173
2022,Arizona State,0.587593
2022,San Diego State,0.578152
2022,Georgia Southern,0.576034
2022,UTEP,0.53878
2022,California,0.533871
2022,Rice,0.533806
2022,Rutgers,0.529916
2022,Georgia State,0.518631
2022,Miami (OH),0.482729
2022,Western Michigan,0.481381
2022,San Jose State,0.480379
2022,Ball State,0.475634
2022,Colorado,0.466787
2022,Tulsa,0.455803
2022,Army,0.447585
2022,FAU,0.442993
2022,Virginia Tech,0.440185
2022,ULM,0.435037
2022,UNLV,0.41867
2022,Old Dominion,0.410097
2022,Virginia,0.399165
2022,Northwestern,0.397945
2022,Central Michigan,0.382361
2022,Charlotte,0.374261
2022,Louisiana Tech,0.364875
2022,Texas State,0.335783
2022,FIU,0.330328
2022,Northern Illinois,0.324825
2022,Colorado State,0.309546
2022,Hawai'i,0.302328
2022,Nevada,0.293022
2022,Arkansas State,0.285276
2022,New Mexico,0.276025
2022,South Florida,0.268298
2022,Akron,0.257082
2022,Temple,0.250306
2022,Massachusetts,0.198051
2023,Michigan,5.428777
2023,Washington,4.208269
2023,Texas,2.500962
2023,Georgia,2.381556
2023,Alabama,2.299693
2023,Oregon,2.207549
2023,Florida State,2.112092
2023,Ohio State,2.054098
2023,Missouri,1.935238
2023,Arizona,1.889329
2023,USC,1.849305
2023,Penn State,1.833415
2023,Iowa,1.82399
2023,Louisville,1.810964
2023,Ole Miss,1.806818
2023,Notre Dame,1.743326
2023,Oklahoma State,1.734517
2023,Oklahoma,1.648245
2023,Kansas State,1.639665
2023,LSU,1.607092
2023,Northwestern,1.546152
2023,Duke,1.494058
2023,Tennessee,1.48783
2023,UCLA,1.485997
2023,Kansas,1.477197
2023,Clemson,1.457872
2023,Utah,1.406419
2023,Oregon State,1.387546
2023,NC State,1.354706
2023,Rutgers,1.340065
2023,West Virginia,1.333386
2023,Wyoming,1.320806
2023,James Madison,1.30381
2023,North Carolina,1.273214
2023,Boise State,1.253597
2023,Maryland,1.248584
2023,Wisconsin,1.244097
2023,Minnesota,1.231936
2023,Air Force,1.225843
2023,Virginia Tech,1.207395
2023,Texas Tech,1.205699
2023,Georgia Tech,1.186704
2023,Troy,1.179409
2023,Fresno State,1.139333
2023,Iowa State,1.124896
2023,Coastal Carolina,1.120034
2023,UNLV,1.116411
2023,Appalachian State,1.105203
2023,Memphis,1.075798
2023,Liberty,1.057764
2023,Miami (FL),1.044712
2023,Boston College,1.027087
2023,California,0.998764
2023,Nebraska,0.982442
2023,Purdue,0.978323
2023,Tulane,0.973002
2023,Toledo,0.94604
2023,San Jose State,0.93858
2023,Illinois,0.924644
2023,Kentucky,0.924193
2023,UCF,0.916257
2023,Washington State,0.909575
2023,UTSA,0.877335
2023,SMU,0.846031
2023,Miami (OH),0.826227
2023,Georgia State,0.824006
2023,South Alabama,0.816245
2023,Ohio,0.814955
2023,Texas A&M,0.798712
2023,Michigan State,0.772778
2023,Arizona State,0.759238
2023,Colorado,0.745452
2023,Syracuse,0.743101
2023,Marshall,0.742523
2023,Auburn,0.740501
2023,Texas State,0.734543
2023,Stanford,0.734467
2023,New Mexico State,0.725949
2023,Old Dominion,0.72006
2023,Virginia,0.712026
2023,Pittsburgh,0.705272
2023,Northern Illinois,0.703762
2023,Florida,0.695547
2023,Army,0.68973
2023,Houston,0.687251
2023,Mississippi State,0.682211
2023,Bowling Green,0.668489
2023,Western Kentucky,0.660475
2023,TCU,0.654623
2023,Georgia Southern,0.650132
2023,South Carolina,0.648306
2023,Hawai'i,0.644246
2023,South Florida,0.640821
2023,Jacksonville State,0.613246
2023,BYU,0.611238
2023,Indiana,0.608218
2023,Utah State,0.602874
2023,San Diego State,0.595847
2023,Colorado State,0.558378
2023,Arkansas State,0.555627
2023,Wake Forest,0.553753
2023,Louisiana,0.538661
2023,New Mexico,0.512972
2023,Rice,0.506056
2023,Baylor,0.483172
2023,Cincinnati,0.459198
2023,Central Michigan,0.446611
2023,Arkansas,0.420136
2023,Tulsa,0.417265
2023,Nevada,0.398417
2023,Massachusetts,0.393406
2023,Vanderbilt,0.391956
2023,Ball State,0.374456
2023,UAB,0.365707
2023,FAU,0.357325
2023,Navy,0.35622
2023,Western Michigan,0.356056
2023,Eastern Michigan,0.355333
2023,UConn,0.354242
2023,Southern Miss,0.344255
2023,East Carolina,0.32857
2023,North Texas,0.323247
2023,ULM,0.310805
2023,Middle Tennessee,0.305592
2023,Buffalo,0.273746
2023,Charlotte,0.272296
2023,UTEP,0.266492
2023,Temple,0.245763
2023,FIU,0.243616
2023,Sam Houston,0.226568
2023,Louisiana Tech,0.216344
2023,Akron,0.163585
2023,Kent State,0.157457
2024,Ohio State,9.635789
2024,Notre Dame,6.314876
2024,Oregon,4.581242
2024,Texas,3.790269
2024,Penn State,3.732553
2024,Michigan,3.212272
2024,Georgia,2.765861
2024,Indiana,2.302761
2024,Illinois,2.072044
2024,Tennessee,1.853604
2024,USC,1.714919
2024,Alabama,1.69694
2024,Northern Illinois,1.592966
2024,Louisville,1.580076
2024,LSU,1.563867
2024,Minnesota,1.546179
2024,Ole Miss,1.544522
2024,SMU,1.49525
2024,Iowa State,1.477924
2024,Washington,1.469161
2024,Missouri,1.46627
2024,Arizona State,1.447504
2024,South Carolina,1.444584
2024,Iowa,1.439508
2024,Clemson,1.41581
2024,Texas A&M,1.34585
2024,Syracuse,1.336104
2024,Nebraska,1.262334
2024,Florida,1.237252
2024,BYU,1.21885
2024,Vanderbilt,1.212211
2024,Miami (FL),1.184072
2024,Rutgers,1.172473
2024,Boise State,1.167936
2024,Miami (OH),1.153767
2024,Kansas State,1.125987
2024,Ohio,1.107341
2024,UCLA,1.07014
2024,Arkansas,1.025272
2024,Michigan State,1.013683
2024,Navy,1.00768
2024,Georgia Tech,1.004115
2024,Virginia Tech,0.966499
2024,Toledo,0.9583
2024,Marshall,0.93921
2024,TCU,0.936025
2024,Texas Tech,0.934637
2024,Boston College,0.922217
2024,Duke,0.917658
2024,Northwestern,0.899417
2024,Buffalo,0.894366
2024,Wisconsin,0.888537
2024,Oklahoma,0.888534
2024,Baylor,0.85572
2024,Maryland,0.836257
2024,UNLV,0.834628
2024,Colorado,0.833683
2024,Army,0.833671
2024,Pittsburgh,0.811695
2024,Kansas,0.800149
2024,NC State,0.76469
2024,Memphis,0.75291
2024,Kentucky,0.746314
2024,Purdue,0.743667
2024,Western Michigan,0.741921
2024,Bowling Green,0.738397
2024,Stanford,0.737764
2024,Washington State,0.723749
2024,Cincinnati,0.706259
2024,Virginia,0.701315
2024,Tulane,0.698567
2024,Georgia Southern,0.697965
2024,James Madison,0.696439
2024,Arkansas State,0.687447
2024,Sam Houston,0.679641
2024,North Carolina,0.677459
2024,UConn,0.676571
2024,Louisiana,0.659827
2024,West Virginia,0.648163
2024,Auburn,0.634992
2024,South Alabama,0.632932
2024,Akron,0.630131
2024,East Carolina,0.623144
2024,Texas State,0.606851
2024,Houston,0.601729
2024,Old Dominion,0.597764
2024,Western Kentucky,0.569051
2024,California,0.560665
2024,Jacksonville State,0.56055
2024,UTSA,0.546272
2024,Oregon State,0.510967
2024,Colorado State,0.509407
2024,Wake Forest,0.498665
2024,UCF,0.481435
2024,Fresno State,0.480792
2024,San Jose State,0.462823
2024,Ball State,0.462279
2024,Appalachian State,0.458565
2024,Coastal Carolina,0.456322
2024,Utah,0.452316
2024,South Florida,0.442901
2024,Florida State,0.441506
2024,Mississippi State,0.427946
2024,Liberty,0.417478
2024,Georgia State,0.412967
2024,Rice,0.410212
2024,Central Michigan,0.395992
2024,ULM,0.389939
2024,Arizona,0.377856
2024,Oklahoma State,0.377629
2024,Eastern Michigan,0.377587
2024,North Texas,0.368156
2024,Charlotte,0.36731
2024,Wyoming,0.330447
2024,Air Force,0.321361
2024,Troy,0.319602
