team,season_year,as_of,raw_hfa,adjusted_hfa,prior_hfa,fbs_baseline,fcs_prior_used,effective_n,lambda,games_used,weighted_actual_wins,weighted_expected_wins,oldest_game_used,newest_game_used,elo_hfa_points,elo_points_at_bound,raw_elo_hfa_points,raw_points_at_bound
Purdue,1982,1982-09-02,1.317366,1.202018,1.160046,1.160046,False,10.916001,0.266791,12,8.152712,6.188647,1980-09-20,1981-11-14,99.585694,False,164.553603,False
Illinois,1982,1982-09-02,1.481281,1.234716,1.160046,1.160046,False,9.085236,0.232447,10,6.450429,4.354629,1980-09-06,1981-11-14,84.289063,False,180.2145,False
Northwestern,1982,1982-09-02,0.0,0.869164,1.160046,1.160046,False,10.040058,0.25075,11,0.0,1.504827,1980-10-04,1981-11-21,-30.159438,False,-400.0,True
Wisconsin,1982,1982-09-02,1.34015,1.211024,1.160046,1.160046,False,11.843697,0.283046,13,6.454239,4.816058,1980-09-13,1981-11-14,70.050676,False,112.190828,False
Minnesota,1982,1982-09-02,1.356587,1.215709,1.160046,1.160046,False,11.853528,0.283215,13,7.326607,5.400765,1980-09-13,1981-11-21,81.337714,False,135.231552,False
Iowa,1982,1982-09-02,1.290308,1.194799,1.160046,1.160046,False,10.916163,0.266793,12,6.463075,5.00894,1980-09-27,1981-11-21,76.044427,False,113.928156,False
Notre Dame,1982,1982-09-02,1.267683,1.190415,1.160046,1.160046,False,11.790785,0.282138,13,9.467737,7.468535,1980-09-06,1981-11-07,118.341175,False,174.656422,False
Toledo,1982,1982-09-02,2.088509,1.359725,1.160046,1.160046,False,8.219683,0.215064,9,7.342582,3.515705,1980-09-27,1981-11-14,115.848048,False,400.0,True
Ball State,1982,1982-09-02,0.987606,1.11989,1.160046,1.160046,False,9.106717,0.232868,10,4.520498,4.577227,1980-09-20,1981-11-14,47.543404,False,-4.902744,False
Western Michigan,1982,1982-09-02,1.024185,1.128428,1.160046,1.160046,False,9.099489,0.232727,10,5.455938,5.327103,1980-09-06,1981-11-21,59.183744,False,10.855759,False
Bowling Green,1982,1982-09-02,0.983701,1.125582,1.160046,1.160046,False,7.28729,0.195436,8,3.644784,3.705173,1980-09-13,1981-11-21,48.665195,False,-6.268696,False
Central Michigan,1982,1982-09-02,1.214313,1.171699,1.160046,1.160046,False,8.202958,0.21472,9,6.320784,5.205234,1980-09-06,1981-11-07,95.07687,False,122.106776,False
Eastern Michigan,1982,1982-09-02,0.0,0.979646,1.160046,1.160046,False,5.524461,0.155511,6,0.0,1.294188,1980-10-18,1981-11-14,-4.931128,False,-400.0,True
Northern Illinois,1982,1982-09-02,0.847091,1.098897,1.160046,1.160046,False,7.285303,0.195393,8,2.707224,3.195906,1980-09-13,1981-11-21,35.169672,False,-56.504565,False
Penn State,1982,1982-09-02,1.072627,1.13811,1.160046,1.160046,False,10.049582,0.250929,11,7.343588,6.84636,1980-09-27,1981-11-21,93.766032,False,47.009441,False
Pittsburgh,1982,1982-09-02,1.191526,1.167934,1.160046,1.160046,False,10.031018,0.250581,11,9.082408,7.622504,1980-09-13,1981-11-28,177.140085,False,213.142458,False
West Virginia,1982,1982-09-02,1.046502,1.131581,1.160046,1.160046,False,10.037158,0.250696,11,6.460162,6.173102,1980-09-06,1981-11-14,70.89166,False,24.217647,False
Maryland,1982,1982-09-02,1.247507,1.17875,1.160046,1.160046,False,8.160727,0.213851,9,5.40395,4.331799,1980-09-13,1981-11-21,73.582347,False,103.348268,False
Virginia,1982,1982-09-02,0.276318,0.9544,1.160046,1.160046,False,9.09828,0.232703,10,0.872453,3.157419,1980-09-13,1981-11-28,-13.566239,False,-297.918061,False
Virginia Tech,1982,1982-09-02,1.562184,1.213279,1.160046,1.160046,False,4.57712,0.132374,5,4.57712,2.929949,1980-10-18,1981-10-24,119.833741,False,400.0,True
NC State,1982,1982-09-02,1.182373,1.165646,1.160046,1.160046,False,10.043654,0.250818,11,5.398276,4.56563,1980-09-27,1981-11-21,69.584692,False,76.744577,False
Wake Forest,1982,1982-09-02,0.454908,0.996135,1.160046,1.160046,False,9.08551,0.232452,10,1.822702,4.006748,1980-09-06,1981-11-07,-1.238958,False,-204.635321,False
Duke,1982,1982-09-02,0.900244,1.099577,1.160046,1.160046,False,9.100817,0.232753,10,3.70511,4.115675,1980-09-06,1981-11-21,33.793681,False,-34.37578,False
North Carolina,1982,1982-09-02,1.116716,1.14849,1.160046,1.160046,False,10.910754,0.266696,12,9.023585,8.080467,1980-09-27,1981-11-07,131.508866,False,98.600713,False
East Carolina,1982,1982-09-02,1.173379,1.161808,1.160046,1.160046,False,4.567973,0.132145,5,1.878416,1.600861,1980-09-13,1981-10-24,45.412412,False,48.572385,False
Rutgers,1982,1982-09-02,0.643813,1.080614,1.160046,1.160046,False,5.455491,0.153869,6,1.809527,2.810643,1980-09-20,1981-11-07,37.642333,False,-160.601008,False
Syracuse,1982,1982-09-02,1.393134,1.225795,1.160046,1.160046,False,11.787287,0.282078,13,6.804994,4.884667,1980-09-20,1981-11-21,74.036287,False,129.034579,False
Boston College,1982,1982-09-02,1.39846,1.206926,1.160046,1.160046,False,7.342682,0.19663,8,4.519436,3.231723,1980-09-20,1981-11-21,73.047991,False,143.620839,False
Temple,1982,1982-09-02,0.974254,1.13171,1.160046,1.160046,False,5.398807,0.152514,6,1.814284,1.862228,1980-09-13,1981-11-21,39.414069,False,-7.884351,False
Army,1982,1982-09-02,0.850403,1.112804,1.160046,1.160046,False,5.401096,0.152569,6,1.755386,2.064182,1980-09-20,1981-10-24,34.708894,False,-48.024739,False
Navy,1982,1982-09-02,1.343973,1.188402,1.160046,1.160046,False,5.468122,0.15417,6,4.993817,3.715712,1980-09-20,1981-11-28,128.157174,False,295.387822,False
Kent State,1982,1982-09-02,1.255873,1.180546,1.160046,1.160046,False,8.164063,0.21392,9,4.524158,3.602401,1980-10-04,1981-11-21,63.296634,False,89.491236,False
Ohio,1982,1982-09-02,1.404962,1.225357,1.160046,1.160046,False,10.908977,0.266665,12,8.15079,5.801431,1980-09-20,1981-11-14,98.299976,False,187.503334,False
Miami (OH),1982,1982-09-02,1.527965,1.252363,1.160046,1.160046,False,10.048975,0.250917,11,8.706608,5.698174,1980-09-13,1981-11-21,117.640422,False,296.197738,False
Alabama,1982,1982-09-02,1.144185,1.155569,1.160046,1.160046,False,11.800323,0.282302,13,9.982528,8.724572,1980-09-06,1981-11-28,135.586431,False,123.425106,False
Auburn,1982,1982-09-02,1.305026,1.196377,1.160046,1.160046,False,10.031655,0.250593,11,6.395513,4.900677,1980-09-20,1981-11-07,79.756216,False,125.689857,False
Georgia,1982,1982-09-02,1.343016,1.217138,1.160046,1.160046,False,13.606518,0.312029,15,13.606518,10.131312,1980-09-13,1981-11-14,222.408318,False,400.0,True
Georgia Tech,1982,1982-09-02,0.337949,0.953838,1.160046,1.160046,False,10.044414,0.250832,11,0.874774,2.588478,1980-09-20,1981-12-05,-13.40714,False,-261.939479,False
Florida,1982,1982-09-02,1.27529,1.188814,1.160046,1.160046,False,9.980201,0.249629,11,8.21897,6.444787,1980-09-13,1981-11-28,109.576832,False,172.322949,False
Florida State,1982,1982-09-02,1.13933,1.154902,1.160046,1.160046,False,9.90967,0.248302,11,8.018739,7.038117,1980-09-13,1981-11-14,115.282839,False,101.841633,False
Miami (FL),1982,1982-09-02,1.550319,1.251376,1.160046,1.160046,False,9.165325,0.234016,10,8.287058,5.345389,1980-09-27,1981-11-27,128.673373,False,364.284742,False
South Carolina,1982,1982-09-02,1.136139,1.154456,1.160046,1.160046,False,9.155789,0.23383,10,6.335005,5.575906,1980-10-04,1981-11-21,87.754293,False,76.605276,False
Clemson,1982,1982-09-02,1.366312,1.208054,1.160046,1.160046,False,9.100479,0.232746,10,7.340439,5.372445,1980-09-13,1981-11-14,129.806123,False,244.31415,False
Tennessee,1982,1982-09-02,1.047311,1.130108,1.160046,1.160046,False,10.847746,0.265565,12,6.465695,6.173614,1980-09-06,1981-11-28,58.036466,False,20.724024,False
Vanderbilt,1982,1982-09-02,0.682459,1.048894,1.160046,1.160046,False,9.100075,0.232738,10,1.878433,2.752449,1980-09-20,1981-11-07,14.612148,False,-105.553974,False
Kentucky,1982,1982-09-02,1.192645,1.169238,1.160046,1.160046,False,11.781149,0.281973,13,4.508801,3.780506,1980-09-06,1981-11-21,45.68521,False,51.780718,False
LSU,1982,1982-09-02,1.173363,1.164024,1.160046,1.160046,False,12.77789,0.298703,14,7.674189,6.540335,1980-09-06,1981-11-14,68.582778,False,72.594438,False
Mississippi State,1982,1982-09-02,1.339369,1.204754,1.160046,1.160046,False,9.963356,0.249312,11,8.147673,6.083218,1980-09-13,1981-10-17,114.256954,False,207.468252,False
Ole Miss,1982,1982-09-02,0.728039,1.06018,1.160046,1.160046,False,9.020194,0.231167,10,2.70275,3.71237,1980-09-06,1981-11-21,19.808596,False,-94.923825,False
Washington,1983,1983-08-29,1.214586,1.171839,1.149278,1.149278,False,15.833654,0.345459,18,13.319165,10.966008,1980-09-13,1982-11-06,134.958623,False,176.684625,False
Washington State,1983,1983-08-29,1.035087,1.119643,1.149278,1.149278,False,10.514205,0.259519,12,5.229126,5.051869,1980-09-13,1982-11-20,53.502047,False,15.72066,False
Oregon,1983,1983-08-29,0.91879,1.081979,1.149278,1.149278,False,12.371983,0.291985,14,4.291779,4.671123,1980-09-06,1982-11-20,27.239273,False,-27.695668,False
Oregon State,1983,1983-08-29,0.713856,1.028051,1.149278,1.149278,False,11.574918,0.278411,13,1.343132,1.881516,1980-10-11,1982-11-27,6.140882,False,-71.791794,False
California,1983,1983-08-29,1.307611,1.204143,1.149278,1.149278,False,15.907915,0.346518,18,8.057702,6.162154,1980-09-27,1982-11-20,69.219629,False,103.443065,False
Stanford,1983,1983-08-29,1.008936,1.104449,1.149278,1.149278,False,14.08026,0.319423,16,6.983826,6.921974,1980-09-13,1982-11-06,46.180681,False,3.945856,False
USC,1983,1983-08-29,1.217353,1.17188,1.149278,1.149278,False,14.911821,0.332024,17,12.799682,10.514355,1980-09-20,1982-11-27,137.220094,False,184.099704,False
UCLA,1983,1983-08-29,1.349972,1.210302,1.149278,1.149278,False,13.107479,0.304065,15,11.844708,8.774043,1980-09-13,1982-11-20,147.815481,False,295.150898,False
San Jose State,1983,1983-08-29,0.803458,1.097414,1.149278,1.149278,False,5.29295,0.149972,6,2.652714,3.30162,1980-10-11,1982-11-20,49.235194,False,-92.108268,False
Fresno State,1983,1983-08-29,1.785218,1.243325,1.149278,1.149278,False,5.206589,0.147887,6,3.50895,1.965559,1980-09-20,1982-10-02,73.31021,False,236.023298,False
San Diego State,1983,1983-08-29,1.321715,1.202056,1.149278,1.149278,False,13.232092,0.306071,15,7.19351,5.442557,1980-09-27,1982-11-27,66.185904,False,104.569484,False
Hawai'i,1983,1983-08-29,1.061278,1.121024,1.149278,1.149278,False,14.186616,0.321061,16,8.829122,8.319331,1980-10-04,1982-12-04,69.140699,False,34.401072,False
UNLV,1983,1983-08-29,0.942625,1.092386,1.149278,1.149278,False,11.396462,0.2753,13,5.156123,5.469959,1980-09-13,1982-11-20,38.299229,False,-23.754082,False
Arizona,1983,1983-08-29,0.783027,1.022719,1.149278,1.149278,False,15.840262,0.345553,18,4.93455,6.301887,1980-09-20,1982-11-27,8.16528,False,-81.856217,False
Arizona State,1983,1983-08-29,1.28101,1.19656,1.149278,1.149278,False,16.796376,0.358925,19,15.025261,11.729231,1980-09-13,1982-11-13,161.219903,False,260.784689,False
BYU,1983,1983-08-29,1.098827,1.133853,1.149278,1.149278,False,13.210781,0.305729,15,11.39531,10.37043,1980-09-13,1982-11-13,151.190739,False,103.478218,False
Utah,1983,1983-08-29,1.341276,1.202316,1.149278,1.149278,False,11.450294,0.276242,13,9.235687,6.885746,1980-09-20,1982-11-20,116.811192,False,213.833479,False
Utah State,1983,1983-08-29,1.263249,1.166175,1.149278,1.149278,False,5.221977,0.148259,6,2.264609,1.792686,1980-10-04,1982-10-30,52.744365,False,82.682234,False
Colorado,1983,1983-08-29,1.160319,1.153256,1.149278,1.149278,False,16.898736,0.360324,19,4.876074,4.202356,1980-09-27,1982-11-13,37.530789,False,39.194246,False
Colorado State,1983,1983-08-29,1.008871,1.104589,1.149278,1.149278,False,14.006438,0.318282,16,5.68726,5.637252,1980-09-06,1982-11-06,39.050519,False,3.334067,False
Wyoming,1983,1983-08-29,1.15011,1.149505,1.149278,1.149278,False,11.302003,0.273643,13,7.73196,6.7228,1980-09-13,1982-10-23,83.08367,False,83.436691,False
Air Force,1983,1983-08-29,1.633613,1.310913,1.149278,1.149278,False,15.026575,0.333727,17,8.46303,5.180561,1980-09-20,1982-11-20,84.857925,False,168.884474,False
New Mexico,1983,1983-08-29,1.08463,1.129467,1.149278,1.149278,False,13.255579,0.306448,15,8.092723,7.461273,1980-09-06,1982-11-20,64.124711,False,41.552863,False
New Mexico State,1983,1983-08-29,0.373577,1.034366,1.149278,1.149278,False,5.216998,0.148139,6,0.814684,2.180764,1980-09-13,1982-10-09,11.723132,False,-260.782806,False
UTEP,1983,1983-08-29,0.56115,0.960707,1.149278,1.149278,False,14.158474,0.320629,16,1.827826,3.257284,1980-09-20,1982-11-20,-10.867454,False,-142.460403,False
Kansas,1983,1983-08-29,1.007429,1.095231,1.149278,1.149278,False,18.466384,0.381014,21,9.731839,9.660074,1980-09-13,1982-11-06,43.215533,False,3.33203,False
Kansas State,1983,1983-08-29,1.398319,1.213959,1.149278,1.149278,False,10.52533,0.259722,12,5.349674,3.825789,1980-09-27,1982-11-20,66.916918,False,123.419364,False
Nebraska,1983,1983-08-29,1.161893,1.153782,1.149278,1.149278,False,16.658569,0.357031,19,14.139782,12.169602,1980-09-13,1982-11-26,135.939568,False,144.713887,False
Iowa State,1983,1983-08-29,1.156545,1.151782,1.149278,1.149278,False,15.776366,0.34464,18,8.624886,7.457458,1980-09-13,1982-11-13,63.480701,False,65.495386,False
Oklahoma State,1983,1983-08-29,1.106682,1.137637,1.149278,1.149278,False,11.281074,0.273275,13,6.175187,5.579913,1980-10-04,1982-11-20,52.87116,False,40.896224,False
Tulsa,1983,1983-08-29,1.512813,1.21768,1.149278,1.149278,False,6.95309,0.18816,8,6.0813,4.019862,1980-09-13,1982-09-19,98.13209,False,288.235403,False
Texas,1983,1983-08-29,1.357641,1.228568,1.149278,1.149278,False,18.429065,0.380537,21,15.397181,11.341128,1980-09-01,1982-12-04,128.94764,False,222.775546,False
Texas A&M,1983,1983-08-29,1.013899,1.107892,1.149278,1.149278,False,13.209118,0.305702,15,6.228761,6.143373,1980-09-20,1982-11-20,38.935627,False,5.034091,False
Baylor,1983,1983-08-29,1.27201,1.182928,1.149278,1.149278,False,11.332226,0.274174,13,7.738226,6.083464,1980-10-04,1982-11-20,97.489664,False,149.887016,False
TCU,1983,1983-08-29,1.151723,1.150057,1.149278,1.149278,False,14.033228,0.318696,16,4.959576,4.306224,1980-09-13,1982-11-13,41.825343,False,42.276003,False
Texas Tech,1983,1983-08-29,0.982969,1.094254,1.149278,1.149278,False,14.833246,0.330854,17,5.086881,5.175016,1980-09-06,1982-11-20,27.728606,False,-5.111179,False
Houston,1983,1983-08-29,1.183732,1.160742,1.149278,1.149278,False,14.96095,0.332754,17,10.090689,8.524473,1980-09-20,1982-11-27,80.756192,False,92.834327,False
Rice,1983,1983-08-29,0.617396,0.986658,1.149278,1.149278,False,13.211768,0.305745,15,2.570887,4.164079,1980-09-27,1982-11-13,-3.900879,False,-125.754554,False
SMU,1983,1983-08-29,1.142261,1.147243,1.149278,1.149278,False,12.253791,0.290005,14,10.553743,9.239341,1980-09-13,1982-10-30,140.138641,False,134.220089,False
Tulane,1983,1983-08-29,1.025847,1.105016,1.149278,1.149278,False,16.772172,0.358593,19,9.631881,9.389198,1980-09-06,1982-11-20,49.026823,False,11.909476,False
Louisiana,1983,1983-08-29,1.450577,1.185886,1.149278,1.149278,False,4.149232,0.121503,5,3.332381,2.297279,1980-09-06,1981-09-26,76.761258,False,210.520052,False
Memphis,1983,1983-08-29,0.243956,0.886837,1.149278,1.149278,False,12.24678,0.289887,14,0.817937,3.352808,1980-09-06,1982-11-20,-31.434658,False,-310.117562,False
Oklahoma,1983,1983-08-29,1.167566,1.155366,1.149278,1.149278,False,14.970973,0.332903,17,11.396247,9.76069,1980-09-13,1982-11-13,102.058483,False,110.920164,False
Arkansas,1983,1983-08-29,1.303197,1.206443,1.149278,1.149278,False,17.724672,0.371394,20,14.663874,11.252227,1980-09-20,1982-11-20,126.211465,False,200.174484,False
Missouri,1983,1983-08-29,1.19082,1.164135,1.149278,1.149278,False,16.704158,0.357659,19,13.654998,11.46689,1980-09-13,1982-11-20,118.380566,False,141.409587,False
Louisville,1983,1983-08-29,1.141572,1.147408,1.149278,1.149278,False,9.613041,0.242674,11,5.215385,4.5686,1980-09-06,1982-10-09,56.372628,False,54.105805,False
Southern Miss,1983,1983-08-29,1.294774,1.189569,1.149278,1.149278,False,11.489513,0.276926,13,9.287264,7.172887,1980-09-20,1982-10-30,111.779247,False,186.635377,False
Michigan,1983,1983-08-29,1.076146,1.124014,1.149278,1.149278,False,15.832652,0.345445,18,12.314541,11.443192,1980-09-13,1982-11-13,96.202198,False,56.198331,False
Michigan State,1983,1983-08-29,0.840688,1.046839,1.149278,1.149278,False,14.90718,0.331955,17,5.158831,6.136442,1980-09-27,1982-11-20,16.631376,False,-58.106426,False
Ohio State,1983,1983-08-29,1.055702,1.114691,1.149278,1.149278,False,17.590085,0.369617,20,12.252781,11.606285,1980-09-13,1982-11-20,71.24859,False,33.539106,False
Indiana,1983,1983-08-29,1.037649,1.113515,1.149278,1.149278,False,14.141872,0.320373,16,6.098086,5.876829,1980-09-13,1982-11-13,39.630352,False,13.249449,False
Purdue,1983,1983-08-29,1.181661,1.160467,1.149278,1.149278,False,15.839214,0.345539,18,9.499878,8.03943,1980-09-20,1982-11-20,66.28277,False,75.234782,False
Illinois,1983,1983-08-29,1.178108,1.158504,1.149278,1.149278,False,14.118414,0.320012,16,8.833207,7.497792,1980-09-06,1982-11-06,70.110509,False,78.965351,False
Northwestern,1983,1983-08-29,0.973838,1.09324,1.149278,1.149278,False,14.079625,0.319413,16,1.878236,1.928695,1980-10-04,1982-11-13,19.134232,False,-5.625604,False
Wisconsin,1983,1983-08-29,1.168953,1.156567,1.149278,1.149278,False,17.655843,0.370486,20,9.798374,8.382178,1980-09-13,1982-11-20,65.13899,False,70.287246,False
Minnesota,1983,1983-08-29,1.105901,1.133759,1.149278,1.149278,False,16.712141,0.357769,19,8.714734,7.880215,1980-09-13,1982-11-13,50.215731,False,39.751653,False
Iowa,1983,1983-08-29,1.243704,1.180615,1.149278,1.149278,False,14.901469,0.33187,17,8.864998,7.1279,1980-09-27,1982-11-13,73.228198,False,99.215149,False
Notre Dame,1983,1983-08-29,1.19275,1.165351,1.149278,1.149278,False,17.600165,0.36975,20,13.071254,10.958922,1980-09-06,1982-11-13,103.448538,False,122.005391,False
Toledo,1983,1983-08-29,1.666259,1.29198,1.149278,1.149278,False,11.438172,0.27603,13,9.673772,5.805682,1980-09-27,1982-11-06,124.000936,False,324.677743,False
Ball State,1983,1983-08-29,0.996419,1.107394,1.149278,1.149278,False,11.322338,0.274,13,5.164044,5.182604,1980-09-20,1982-10-23,39.248316,False,-1.317338,False
Western Michigan,1983,1983-08-29,1.149485,1.149344,1.149278,1.149278,False,14.155469,0.320582,16,9.809045,8.533422,1980-09-06,1982-11-20,78.136942,False,78.215254,False
Bowling Green,1983,1983-08-29,1.150805,1.149701,1.149278,1.149278,False,11.511649,0.277311,13,8.110329,7.047524,1980-09-13,1982-11-13,82.206533,False,82.851068,False
Central Michigan,1983,1983-08-29,1.280443,1.185462,1.149278,1.149278,False,11.4288,0.275866,13,8.734627,6.821569,1980-09-06,1982-11-13,91.101102,False,144.762377,False
Eastern Michigan,1983,1983-08-29,0.477636,0.995227,1.149278,1.149278,False,8.928893,0.229364,10,0.945376,1.979282,1980-10-18,1982-11-06,-1.146496,False,-161.076725,False
Northern Illinois,1983,1983-08-29,1.275434,1.184272,1.149278,1.149278,False,11.516045,0.277388,13,6.301983,4.941049,1980-09-13,1982-11-20,62.332958,False,92.937209,False
Penn State,1983,1983-08-29,1.129991,1.142579,1.149278,1.149278,False,15.964138,0.347317,18,13.437319,11.891529,1980-09-27,1982-11-26,133.535056,False,119.510731,False
Pittsburgh,1983,1983-08-29,1.137652,1.145399,1.149278,1.149278,False,15.01997,0.333629,17,13.188795,11.592993,1980-09-13,1982-11-20,156.684332,False,145.986791,False
West Virginia,1983,1983-08-29,1.065654,1.122561,1.149278,1.149278,False,14.084425,0.319488,16,9.80141,9.197557,1980-09-06,1982-11-20,76.159308,False,39.562251,False
Maryland,1983,1983-08-29,1.312307,1.196779,1.149278,1.149278,False,12.334912,0.291365,14,8.814041,6.716445,1980-09-13,1982-11-13,84.618199,False,138.980613,False
Virginia,1983,1983-08-29,0.486144,0.956829,1.149278,1.149278,False,12.266086,0.290211,14,1.757551,3.615287,1980-09-13,1982-11-20,-12.309577,False,-175.866408,False
Virginia Tech,1983,1983-08-29,1.155626,1.150741,1.149278,1.149278,False,8.984319,0.23046,10,6.166961,5.336467,1980-10-18,1982-11-25,83.522969,False,86.416215,False
NC State,1983,1983-08-29,1.392732,1.227058,1.149278,1.149278,False,14.08425,0.319485,16,8.803594,6.321097,1980-09-27,1982-11-13,90.403367,False,160.078145,False
