team,season_year,as_of,raw_hfa,adjusted_hfa,prior_hfa,fbs_baseline,fcs_prior_used,effective_n,lambda,games_used,weighted_actual_wins,weighted_expected_wins,oldest_game_used,newest_game_used,elo_hfa_points,elo_points_at_bound,raw_elo_hfa_points,raw_points_at_bound
Miami (FL),1995,1995-08-26,1.177741,1.166085,1.146337,1.146337,False,50.82752,0.628839,84,47.20287,40.07915,1980-09-27,1994-11-26,241.437849,False,267.890946,False
South Carolina,1995,1995-08-26,1.238426,1.204231,1.146337,1.146337,False,50.790947,0.628671,83,28.934697,23.364086,1980-10-04,1994-10-29,85.942078,False,100.470881,False
Clemson,1995,1995-08-26,1.146842,1.146647,1.146337,1.146337,False,47.553365,0.61317,78,37.770504,32.934345,1980-09-13,1994-11-19,114.46793,False,114.640933,False
Tennessee,1995,1995-08-26,1.105264,1.11887,1.146337,1.146337,False,60.562099,0.668736,99,45.711103,41.357615,1980-09-06,1994-11-19,90.283964,False,79.210811,False
Vanderbilt,1995,1995-08-26,1.125497,1.133274,1.146337,1.146337,False,50.387042,0.626806,82,19.098281,16.968759,1980-09-20,1994-11-26,43.667789,False,41.164291,False
Kentucky,1995,1995-08-26,1.275741,1.230646,1.146337,1.146337,False,56.088042,0.65152,92,29.910247,23.445397,1980-09-06,1994-11-12,86.133763,False,102.810394,False
LSU,1995,1995-08-26,1.099264,1.115674,1.146337,1.146337,False,56.055369,0.651387,93,30.921429,28.129213,1980-09-06,1994-11-12,55.518088,False,47.586909,False
Mississippi State,1995,1995-08-26,1.312032,1.245753,1.146337,1.146337,False,44.999056,0.599995,74,26.451612,20.160803,1980-09-13,1994-11-12,101.017715,False,128.55862,False
Ole Miss,1995,1995-08-26,1.179779,1.167366,1.146337,1.146337,False,50.823758,0.628822,84,29.813136,25.270111,1980-09-06,1994-11-26,74.956263,False,80.621742,False
Washington,1996,1996-08-24,1.159284,1.15209,1.138744,1.138744,False,55.651267,0.649742,95,46.203965,39.85562,1980-09-13,1995-11-18,131.41764,False,138.797414,False
Washington State,1996,1996-08-24,1.101718,1.116579,1.138744,1.138744,False,44.747586,0.598649,76,23.910503,21.702919,1980-09-13,1995-11-11,48.980732,False,42.703376,False
Oregon,1996,1996-08-24,1.128637,1.132574,1.138744,1.138744,False,47.012282,0.610452,78,27.132853,24.040375,1980-09-06,1995-11-18,60.670162,False,58.849464,False
Oregon State,1996,1996-08-24,1.176945,1.16151,1.138744,1.138744,False,44.24785,0.595948,75,10.859508,9.226862,1980-10-11,1995-11-11,38.626292,False,42.139664,False
California,1996,1996-08-24,1.276905,1.226322,1.138744,1.138744,False,51.941722,0.633886,87,28.101216,22.007294,1980-09-27,1995-11-11,87.176198,False,106.570653,False
Stanford,1996,1996-08-24,1.058954,1.087592,1.138744,1.138744,False,53.585964,0.641088,91,27.578013,26.042688,1980-09-13,1995-11-18,39.209725,False,26.383972,False
USC,1996,1996-08-24,1.136696,1.137422,1.138744,1.138744,False,54.597908,0.645381,92,38.945719,34.262224,1980-09-20,1995-11-18,84.212171,False,83.7376,False
UCLA,1996,1996-08-24,1.101716,1.115117,1.138744,1.138744,False,52.888565,0.638068,88,34.852031,31.63433,1980-09-13,1995-11-11,63.529897,False,55.899686,False
San Jose State,1996,1996-08-24,0.988555,1.070081,1.138744,1.138744,False,25.266666,0.457177,41,14.761889,14.932792,1980-10-11,1995-10-14,38.115979,False,-6.11367,False
Fresno State,1996,1996-08-24,1.21393,1.180522,1.138744,1.138744,False,37.515436,0.555657,56,28.429987,23.419788,1980-09-20,1995-11-25,111.953306,False,135.200825,False
San Diego State,1996,1996-08-24,1.141333,1.140356,1.138744,1.138744,False,49.46647,0.622482,82,27.739823,24.304752,1980-09-27,1995-11-25,59.5506,False,59.969728,False
Hawai'i,1996,1996-08-24,1.164764,1.156182,1.138744,1.138744,False,60.954109,0.670163,102,35.075846,30.114112,1980-10-04,1995-12-02,70.141223,False,74.032546,False
Nevada,1996,1996-08-24,1.253618,1.173762,1.138744,1.138744,False,13.155451,0.304839,15,11.400064,9.093733,1992-10-24,1995-11-18,122.272787,False,197.648424,False
UNLV,1996,1996-08-24,1.127039,1.132408,1.138744,1.138744,False,35.399353,0.54128,59,16.967253,15.054717,1980-09-13,1995-11-18,48.390903,False,46.440851,False
Arizona,1996,1996-08-24,1.114391,1.122862,1.138744,1.138744,False,56.252243,0.652183,97,37.082598,33.276106,1980-09-20,1995-11-11,70.537531,False,65.505427,False
Arizona State,1996,1996-08-24,1.122924,1.12831,1.138744,1.138744,False,58.126533,0.65958,100,36.158034,32.199885,1980-09-13,1995-11-24,64.021544,False,61.271731,False
BYU,1996,1996-08-24,1.123647,1.128864,1.138744,1.138744,False,56.825597,0.65448,95,44.924989,39.981404,1980-09-13,1995-11-18,104.841937,False,100.082542,False
Utah,1996,1996-08-24,1.17265,1.159549,1.138744,1.138744,False,47.638022,0.613591,79,29.202527,24.903021,1980-09-20,1995-10-28,75.48957,False,81.858776,False
Utah State,1996,1996-08-24,1.215421,1.177577,1.138744,1.138744,False,30.783059,0.506441,49,13.493684,11.102062,1980-10-04,1995-11-04,58.141833,False,70.188217,False
Boise State,1996,1996-08-24,,1.138744,1.138744,1.138744,False,0.0,0.0,0,0.0,0.0,,,71.369075,False,,False
Colorado,1996,1996-08-24,1.122735,1.1283,1.138744,1.138744,False,56.303467,0.652389,96,38.6463,34.421566,1980-09-27,1995-11-11,91.565594,False,87.412989,False
Colorado State,1996,1996-08-24,1.13085,1.134017,1.138744,1.138744,False,44.793081,0.598893,76,24.131489,21.339245,1980-09-06,1995-11-11,64.206218,False,62.685108,False
Wyoming,1996,1996-08-24,1.305233,1.242627,1.138744,1.138744,False,49.779659,0.623964,82,34.025345,26.068415,1980-09-13,1995-11-18,109.817624,False,140.040862,False
Air Force,1996,1996-08-24,1.149074,1.145293,1.138744,1.138744,False,51.961718,0.633975,88,33.548212,29.19586,1980-09-20,1995-11-18,76.338705,False,78.385801,False
New Mexico,1996,1996-08-24,1.102217,1.116094,1.138744,1.138744,False,48.963187,0.620076,82,20.119244,18.253436,1980-09-06,1995-11-11,41.456834,False,36.566136,False
New Mexico State,1996,1996-08-24,0.793593,0.964484,1.138744,1.138744,False,30.591524,0.504881,48,7.219196,9.096855,1980-09-13,1995-11-11,-10.406772,False,-63.466672,False
UTEP,1996,1996-08-24,0.932323,1.013954,1.138744,1.138744,False,45.860807,0.604539,78,12.679505,13.59991,1980-09-20,1995-11-25,4.656001,False,-23.08461,False
Kansas,1996,1996-08-24,1.090629,1.108047,1.138744,1.138744,False,52.868627,0.637981,91,25.743235,23.604034,1980-09-13,1995-11-11,47.878201,False,40.141143,False
Kansas State,1996,1996-08-24,1.308071,1.240528,1.138744,1.138744,False,45.208464,0.601109,74,26.598807,20.334382,1980-09-27,1995-11-18,116.749338,False,150.253508,False
Nebraska,1996,1996-08-24,1.15346,1.14864,1.138744,1.138744,False,61.592586,0.672463,105,56.867581,49.301733,1980-09-13,1995-11-24,216.187608,False,226.593571,False
Iowa State,1996,1996-08-24,1.169105,1.157914,1.138744,1.138744,False,51.386454,0.631388,87,20.899424,17.876435,1980-09-13,1995-11-11,54.827451,False,58.638906,False
Oklahoma State,1996,1996-08-24,1.034014,1.075751,1.138744,1.138744,False,45.27918,0.601483,78,21.598603,20.888107,1980-10-04,1995-11-18,36.380606,False,16.366195,False
Tulsa,1996,1996-08-24,1.206982,1.174895,1.138744,1.138744,False,33.798046,0.529766,54,19.220586,15.924496,1980-09-13,1995-11-18,71.753699,False,85.092679,False
Texas,1996,1996-08-24,1.274356,1.226464,1.138744,1.138744,False,54.949472,0.646849,94,40.263547,31.595221,1980-09-01,1995-11-23,122.130104,False,150.828557,False
Texas A&M,1996,1996-08-24,1.172813,1.160531,1.138744,1.138744,False,53.214665,0.639487,89,44.513632,37.9546,1980-09-20,1995-12-02,145.818027,False,159.241483,False
Baylor,1996,1996-08-24,1.10911,1.12058,1.138744,1.138744,False,47.511884,0.612963,79,30.078766,27.119726,1980-10-04,1995-11-18,62.471693,False,56.362347,False
TCU,1996,1996-08-24,1.130415,1.133509,1.138744,1.138744,False,50.763008,0.628543,86,24.790829,21.930733,1980-09-13,1995-11-25,53.729738,False,52.497284,False
Texas Tech,1996,1996-08-24,1.252435,1.210527,1.138744,1.138744,False,51.385595,0.631384,87,31.149139,24.87087,1980-09-06,1995-11-11,90.918299,False,109.320448,False
Houston,1996,1996-08-24,1.046167,1.082109,1.138744,1.138744,False,47.271934,0.611761,81,23.262745,22.236178,1980-09-20,1995-11-25,38.94479,False,21.933447,False
Rice,1996,1996-08-24,0.933484,1.012231,1.138744,1.138744,False,48.197401,0.616356,81,15.799436,16.925227,1980-09-27,1995-12-02,4.474479,False,-24.719207,False
SMU,1996,1996-08-24,0.888587,0.99363,1.138744,1.138744,False,41.444351,0.580093,69,15.886394,17.878255,1980-09-13,1995-11-18,-3.005135,False,-53.463894,False
North Texas,1996,1996-08-24,1.589695,1.187196,1.138744,1.138744,False,3.611349,0.107444,7,1.961253,1.233729,1980-10-04,1995-09-16,48.683546,False,147.505627,False
Louisiana Tech,1996,1996-08-24,1.214764,1.169287,1.138744,1.138744,False,20.147909,0.40177,28,13.82625,11.381836,1981-09-19,1995-11-18,83.766419,False,107.726301,False
Tulane,1996,1996-08-24,0.994169,1.047103,1.138744,1.138744,False,51.936549,0.633863,90,18.881335,18.992075,1980-09-06,1995-11-11,15.64066,False,-1.953965,False
Louisiana,1996,1996-08-24,1.336468,1.232043,1.138744,1.138744,False,26.803378,0.471862,42,17.171107,12.848121,1980-09-06,1995-11-18,92.414937,False,135.62485,False
Memphis,1996,1996-08-24,1.053039,1.08662,1.138744,1.138744,False,46.566735,0.608185,77,22.887415,21.734637,1980-09-06,1995-11-11,34.781879,False,21.312895,False
Oklahoma,1996,1996-08-24,1.085513,1.104002,1.138744,1.138744,False,56.371142,0.652662,95,43.318406,39.905943,1980-09-13,1995-11-11,91.406301,False,73.942436,False
Arkansas,1996,1996-08-24,1.153334,1.148458,1.138744,1.138744,False,59.753812,0.665752,102,40.793573,35.370119,1980-09-20,1995-11-11,85.824625,False,88.792666,False
Missouri,1996,1996-08-24,1.081072,1.101408,1.138744,1.138744,False,55.077535,0.64738,95,24.236097,22.418585,1980-09-13,1995-11-18,39.577379,False,31.668603,False
Cincinnati,1996,1996-08-24,1.260328,1.204252,1.138744,1.138744,False,35.046113,0.538789,55,15.477211,12.280304,1980-11-08,1995-10-21,64.246679,False,81.342745,False
Louisville,1996,1996-08-24,1.212974,1.182492,1.138744,1.138744,False,43.05688,0.589361,69,24.710619,20.371933,1980-09-06,1995-11-18,81.627939,False,95.481939,False
Arkansas State,1996,1996-08-24,0.957271,1.084545,1.138744,1.138744,False,12.775319,0.298661,18,4.163488,4.34933,1980-09-20,1995-11-04,24.632359,False,-12.794705,False
ULM,1996,1996-08-24,0.697912,1.119026,1.138744,1.138744,False,1.40474,0.04473,4,0.690845,0.989874,1980-11-22,1981-11-14,85.787714,False,-175.746466,False
Southern Miss,1996,1996-08-24,1.321302,1.238119,1.138744,1.138744,False,35.839511,0.544347,61,27.215641,20.597591,1980-09-20,1995-10-28,126.995581,False,177.997559,False
Michigan,1996,1996-08-24,1.064618,1.08917,1.138744,1.138744,False,60.573483,0.668777,102,46.931806,44.083252,1980-09-13,1995-11-25,75.841396,False,53.645627,False
Michigan State,1996,1996-08-24,1.063937,1.090029,1.138744,1.138744,False,56.011997,0.651211,94,30.671929,28.828698,1980-09-27,1995-11-25,44.563483,False,31.604027,False
Ohio State,1996,1996-08-24,1.178253,1.165419,1.138744,1.138744,False,62.350982,0.675152,105,50.163344,42.574327,1980-09-13,1995-11-18,125.748466,False,137.083347,False
Indiana,1996,1996-08-24,1.124019,1.129125,1.138744,1.138744,False,56.523607,0.653274,94,32.583926,28.988771,1980-09-13,1995-11-24,60.785083,False,58.340066,False
Purdue,1996,1996-08-24,1.220169,1.191103,1.138744,1.138744,False,54.039755,0.643026,92,23.590163,19.33352,1980-09-20,1995-11-18,64.682459,False,74.288427,False
Illinois,1996,1996-08-24,1.172341,1.160747,1.138744,1.138744,False,56.927645,0.654885,94,35.43966,30.229809,1980-09-06,1995-11-25,77.676943,False,83.432996,False
Northwestern,1996,1996-08-24,1.175701,1.162031,1.138744,1.138744,False,51.10425,0.630106,86,14.966238,12.729628,1980-10-04,1995-11-11,42.805915,False,46.267977,False
Wisconsin,1996,1996-08-24,1.192323,1.173893,1.138744,1.138744,False,57.213536,0.656017,99,30.057549,25.209242,1980-09-13,1995-11-18,72.776041,False,80.486677,False
Minnesota,1996,1996-08-24,1.160317,1.152486,1.138744,1.138744,False,52.639557,0.636978,90,22.833104,19.678329,1980-09-13,1995-11-11,52.878532,False,55.548454,False
Iowa,1996,1996-08-24,1.110891,1.120816,1.138744,1.138744,False,54.190069,0.643663,91,36.436146,32.799039,1980-09-27,1995-11-25,70.822458,False,64.79048,False
Notre Dame,1996,1996-08-24,1.084197,1.102522,1.138744,1.138744,False,59.300963,0.664057,100,46.148122,42.56433,1980-09-06,1995-11-04,87.712423,False,70.920953,False
Toledo,1996,1996-08-24,1.251772,1.206807,1.138744,1.138744,False,45.410822,0.602179,77,34.515412,27.573237,1980-09-27,1995-11-18,123.185866,False,153.242561,False
Ball State,1996,1996-08-24,1.199522,1.17376,1.138744,1.138744,False,40.774827,0.57612,69,25.91149,21.601508,1980-09-20,1995-11-11,78.361731,False,90.34889,False
Western Michigan,1996,1996-08-24,1.203049,1.178251,1.138744,1.138744,False,47.794247,0.614367,82,33.053107,27.474449,1980-09-06,1995-11-18,92.168333,False,105.886693,False
Bowling Green,1996,1996-08-24,1.175159,1.159951,1.138744,1.138744,False,41.833638,0.582368,70,31.816273,27.074019,1980-09-13,1995-11-04,109.36403,False,120.885866,False
Central Michigan,1996,1996-08-24,1.170511,1.158068,1.138744,1.138744,False,46.587301,0.60829,78,34.217743,29.233165,1980-09-06,1995-11-04,95.151684,False,103.308836,False
Eastern Michigan,1996,1996-08-24,1.045203,1.084472,1.138744,1.138744,False,41.461614,0.580194,69,19.171591,18.342459,1980-10-18,1995-11-11,34.469618,False,18.489156,False
Northern Illinois,1996,1996-08-24,1.27976,1.212558,1.138744,1.138744,False,32.951568,0.523443,57,18.76814,14.665359,1980-09-13,1995-11-11,80.169282,False,105.747619,False
Penn State,1996,1996-08-24,1.102912,1.115111,1.138744,1.138744,False,58.122112,0.659563,98,46.68794,42.331517,1980-09-27,1995-11-18,101.034188,False,89.166893,False
Pittsburgh,1996,1996-08-24,1.047565,1.078507,1.138744,1.138744,False,58.402661,0.660644,98,29.784572,28.432189,1980-09-13,1995-11-11,36.917909,False,22.35636,False
West Virginia,1996,1996-08-24,1.090238,1.107377,1.138744,1.138744,False,54.903467,0.646658,92,38.677498,35.476208,1980-09-06,1995-11-24,71.638478,False,59.65355,False
Maryland,1996,1996-08-24,1.094522,1.111558,1.138744,1.138744,False,47.874527,0.614765,81,24.4353,22.325093,1980-09-13,1995-11-11,47.094329,False,39.891104,False
Virginia,1996,1996-08-24,1.150428,1.145887,1.138744,1.138744,False,47.191296,0.611355,79,31.136799,27.065413,1980-09-13,1995-11-18,84.122659,False,86.840884,False
Virginia Tech,1996,1996-08-24,1.165435,1.155048,1.138744,1.138744,False,47.09258,0.610857,76,31.075048,26.663913,1980-10-18,1995-11-11,87.576649,False,93.711956,False
NC State,1996,1996-08-24,1.132015,1.134566,1.138744,1.138744,False,49.134588,0.620899,83,29.313792,25.895229,1980-09-27,1995-11-24,64.725884,False,63.472993,False
Wake Forest,1996,1996-08-24,0.701941,0.892225,1.138744,1.138744,False,38.866102,0.564372,65,9.185763,13.08623,1980-09-06,1995-11-18,-35.373595,False,-103.565139,False
Duke,1996,1996-08-24,1.169215,1.157431,1.138744,1.138744,False,47.575188,0.613278,80,24.791688,21.20371,1980-09-06,1995-10-28,58.866328,False,63.284384,False
North Carolina,1996,1996-08-24,1.096696,1.11183,1.138744,1.138744,False,53.349811,0.640071,90,34.21156,31.195114,1980-09-27,1995-11-18,69.804933,False,60.111132,False
East Carolina,1996,1996-08-24,1.224389,1.185964,1.138744,1.138744,False,36.866659,0.551346,58,20.521044,16.760228,1980-09-13,1995-11-18,78.921084,False,95.288466,False
Rutgers,1996,1996-08-24,1.20125,1.176541,1.138744,1.138744,False,45.891726,0.6047,74,23.467879,19.536223,1980-09-20,1995-11-24,67.869118,False,77.303603,False
Syracuse,1996,1996-08-24,1.077439,1.099294,1.138744,1.138744,False,54.153188,0.643507,92,37.527353,34.830158,1980-09-20,1995-11-18,67.162924,False,51.819333,False
Boston College,1996,1996-08-24,1.069477,1.095601,1.138744,1.138744,False,49.543887,0.62285,82,26.810867,25.069148,1980-09-20,1995-11-11,46.377095,False,33.659559,False
Temple,1996,1996-08-24,0.822818,0.963015,1.138744,1.138744,False,37.603537,0.556236,62,10.095296,12.269169,1980-09-13,1995-11-18,-12.583045,False,-62.492874,False
Army,1996,1996-08-24,1.282398,1.220573,1.138744,1.138744,False,39.706845,0.569626,65,19.993567,15.590763,1980-09-20,1995-12-02,76.960933,False,98.412741,False
Navy,1996,1996-08-24,1.066509,1.101205,1.138744,1.138744,False,32.4584,0.51968,54,10.813281,10.138948,1980-09-20,1995-11-18,31.62406,False,20.940124,False
Akron,1996,1996-08-24,1.166928,1.15065,1.138744,1.138744,False,21.941712,0.42243,29,11.936153,10.2287,1987-09-12,1995-10-28,61.127234,False,67.775722,False
Kent State,1996,1996-08-24,1.023325,1.069215,1.138744,1.138744,False,45.454735,0.602411,76,13.861992,13.546028,1980-10-04,1995-11-18,20.540924,False,6.998241,False
Ohio,1996,1996-08-24,0.996355,1.057098,1.138744,1.138744,False,40.32355,0.5734,70,11.882916,11.926383,1980-09-20,1995-11-11,16.712987,False,-1.08352,False
Miami (OH),1996,1996-08-24,1.184359,1.165908,1.138744,1.138744,False,44.167448,0.59551,75,28.027081,23.66434,1980-09-13,1995-11-18,82.535905,False,91.993444,False
Alabama,1996,1996-08-24,1.059955,1.086653,1.138744,1.138744,False,58.532494,0.661141,99,46.792302,44.145574,1980-09-06,1995-11-11,82.995136,False,55.606767,False
Auburn,1996,1996-08-24,1.242202,1.206786,1.138744,1.138744,False,57.638143,0.657683,100,48.764104,39.256192,1980-09-20,1995-11-18,167.777709,False,204.049823,False
Georgia,1996,1996-08-24,1.164408,1.155688,1.138744,1.138744,False,58.287425,0.660201,102,43.636784,37.475507,1980-09-13,1995-11-11,104.560545,False,111.0385,False
Georgia Tech,1996,1996-08-24,1.127837,1.132017,1.138744,1.138744,False,48.285361,0.616787,82,23.62022,20.942945,1980-09-20,1995-11-23,53.531773,False,51.842605,False
Florida,1996,1996-08-24,1.239306,1.205436,1.138744,1.138744,False,59.071991,0.663194,97,51.210134,41.321609,1980-09-13,1995-11-25,181.523714,False,221.145487,False
Florida State,1996,1996-08-24,1.095123,1.110957,1.138744,1.138744,False,52.648712,0.637018,87,46.791727,42.727379,1980-09-13,1995-11-18,157.819672,False,129.841766,False
Miami (FL),1996,1996-08-24,1.192106,1.172623,1.138744,1.138744,False,52.164952,0.634881,89,48.782232,40.921055,1980-09-27,1995-11-25,243.539427,False,288.773653,False
South Carolina,1996,1996-08-24,1.19311,1.173473,1.138744,1.138744,False,53.05527,0.638795,89,29.824361,24.997166,1980-10-04,1995-11-18,76.042359,False,84.732677,False
Clemson,1996,1996-08-24,1.129356,1.132917,1.138744,1.138744,False,49.086797,0.62067,83,37.142214,32.887954,1980-09-13,1995-11-11,97.867479,False,94.997819,False
Tennessee,1996,1996-08-24,1.11544,1.122949,1.138744,1.138744,False,63.107499,0.677792,106,49.247742,44.150936,1980-09-06,1995-11-25,100.010896,False,93.318754,False
Vanderbilt,1996,1996-08-24,1.111798,1.121577,1.138744,1.138744,False,52.670821,0.637115,88,19.71628,17.733682,1980-09-20,1995-11-11,39.340054,False,36.228943,False
Kentucky,1996,1996-08-24,1.31152,1.252613,1.138744,1.138744,False,57.99133,0.659057,98,29.802833,22.723894,1980-09-06,1995-11-18,90.842345,False,111.600189,False
LSU,1996,1996-08-24,1.140879,1.140159,1.138744,1.138744,False,58.907788,0.662572,100,34.04097,29.837495,1980-09-06,1995-11-18,67.678673,False,68.03137,False
Mississippi State,1996,1996-08-24,1.201312,1.177137,1.138744,1.138744,False,47.641234,0.613607,80,26.565056,22.113363,1980-09-13,1995-11-25,74.247043,False,84.455473,False
Ole Miss,1996,1996-08-24,1.20417,1.179997,1.138744,1.138744,False,51.198147,0.630533,88,30.646667,25.45045,1980-09-06,1995-10-28,81.378967,False,92.561604,False
UCF,1996,1996-08-24,,1.138744,1.138744,1.138744,False,0.0,0.0,0,0.0,0.0,,,71.369075,False,,False
UAB,1996,1996-08-24,,1.138744,1.138744,1.138744,False,0.0,0.0,0,0.0,0.0,,,71.369075,False,,False
Idaho,1996,1996-08-24,,1.138744,1.138744,1.138744,False,0.0,0.0,0,0.0,0.0,,,71.369075,False,,False
Washington,1997,1997-08-23,1.184329,1.169139,1.139977,1.139977,False,57.591185,0.6575,101,48.774449,41.183182,1980-09-13,1996-11-16,147.869924,False,164.282188,False
Washington State,1997,1997-08-23,1.142459,1.141485,1.139977,1.139977,False,46.475795,0.607719,81,25.135506,22.00124,1980-09-13,1996-11-23,58.970067,False,59.378048,False
Oregon,1997,1997-08-23,1.157454,1.150861,1.139977,1.139977,False,49.527579,0.622772,84,29.089813,25.132585,1980-09-06,1996-11-16,67.509266,False,70.502079,False
Oregon State,1997,1997-08-23,1.194753,1.173137,1.139977,1.139977,False,46.023193,0.605384,80,12.026159,10.065814,1980-10-11,1996-11-23,43.572497,False,48.718635,False
California,1997,1997-08-23,1.279158,1.229527,1.139977,1.139977,False,54.129243,0.643406,93,29.985998,23.441973,1980-09-27,1996-11-23,88.660896,False,107.866169,False
Stanford,1997,1997-08-23,1.106905,1.118487,1.139977,1.139977,False,55.663747,0.649794,97,29.511497,26.661271,1980-09-13,1996-11-16,52.418208,False,47.285785,False
USC,1997,1997-08-23,1.12696,1.131519,1.139977,1.139977,False,55.669919,0.649819,97,39.175989,34.762524,1980-09-20,1996-11-30,79.897929,False,76.969719,False
UCLA,1997,1997-08-23,1.093227,1.109907,1.139977,1.139977,False,54.079675,0.643196,93,35.359294,32.34397,1980-09-13,1996-11-23,60.479702,False,51.043596,False
San Jose State,1997,1997-08-23,1.016341,1.079972,1.139977,1.139977,False,28.290158,0.485333,46,15.664335,15.412479,1980-10-11,1996-11-23,40.824095,False,8.267137,False
Fresno State,1997,1997-08-23,1.205388,1.17762,1.139977,1.139977,False,40.668363,0.575482,62,29.35959,24.356956,1980-09-20,1996-11-16,103.295981,False,120.883779,False
San Diego State,1997,1997-08-23,1.203339,1.180109,1.139977,1.139977,False,51.827112,0.633373,88,31.550624,26.219242,1980-09-27,1996-11-28,79.170252,False,89.677924,False
Hawai'i,1997,1997-08-23,1.134902,1.136514,1.139977,1.139977,False,64.424109,0.682285,110,34.616138,30.501439,1980-10-04,1996-11-30,59.618501,False,58.912035,False
Nevada,1997,1997-08-23,1.232974,1.172393,1.139977,1.139977,False,16.052814,0.348574,19,14.414591,11.69091,1992-10-24,1996-11-16,147.293571,False,222.463785,False
UNLV,1997,1997-08-23,1.152143,1.146829,1.139977,1.139977,False,38.682244,0.563206,65,16.783014,14.566781,1980-09-13,1996-11-16,51.608355,False,53.449298,False
Arizona,1997,1997-08-23,1.148282,1.145456,1.139977,1.139977,False,58.152089,0.659679,103,39.312423,34.235849,1980-09-20,1996-11-23,83.827133,False,85.53485,False
Arizona State,1997,1997-08-23,1.1725,1.161758,1.139977,1.139977,False,60.828198,0.669706,107,40.326,34.393186,1980-09-13,1996-11-09,85.466177,False,91.403624,False
BYU,1997,1997-08-23,1.149396,1.146243,1.139977,1.139977,False,59.612884,0.665227,102,48.506591,42.201792,1980-09-13,1996-11-09,124.090754,False,127.208389,False
Utah,1997,1997-08-23,1.17758,1.163331,1.139977,1.139977,False,49.173307,0.621084,84,31.01879,26.341138,1980-09-20,1996-11-23,80.907301,False,88.193374,False
Utah State,1997,1997-08-23,1.244297,1.194966,1.139977,1.139977,False,33.440668,0.527117,54,15.417747,12.390727,1980-10-04,1996-11-09,65.200994,False,81.230924,False
Boise State,1997,1997-08-23,0.0,1.012586,1.139977,1.139977,False,3.774223,0.111749,4,0.0,1.734069,1996-08-31,1996-11-23,4.622481,False,-400.0,True
Colorado,1997,1997-08-23,1.112511,1.121853,1.139977,1.139977,False,58.198626,0.659859,102,40.783017,36.658543,1980-09-27,1996-11-16,91.156677,False,83.811585,False
Colorado State,1997,1997-08-23,1.118633,1.127002,1.139977,1.139977,False,46.513256,0.607911,81,25.346748,22.658675,1980-09-06,1996-11-16,62.463513,False,58.335625,False
Wyoming,1997,1997-08-23,1.317232,1.25246,1.139977,1.139977,False,52.097718,0.634582,88,37.394936,28.38902,1980-09-13,1996-11-02,122.99874,False,157.551707,False
Air Force,1997,1997-08-23,1.10981,1.120688,1.139977,1.139977,False,53.199655,0.639422,93,34.127462,30.750727,1980-09-20,1996-11-02,65.7656,False,59.685493,False
New Mexico,1997,1997-08-23,1.126989,1.131835,1.139977,1.139977,False,50.41129,0.626918,87,21.602338,19.168182,1980-09-06,1996-11-23,47.246919,False,45.536055,False
New Mexico State,1997,1997-08-23,0.705251,0.917747,1.139977,1.139977,False,31.374036,0.511194,51,6.737346,9.553125,1980-09-13,1996-11-16,-24.294801,False,-93.079287,False
UTEP,1997,1997-08-23,0.910402,0.99925,1.139977,1.139977,False,47.517223,0.612989,83,12.770184,14.026974,1980-09-20,1996-11-16,-0.244418,False,-29.936375,False
Kansas,1997,1997-08-23,1.029259,1.068775,1.139977,1.139977,False,54.054457,0.643089,96,24.959127,24.249614,1980-09-13,1996-11-16,30.111485,False,12.814882,False
Kansas State,1997,1997-08-23,1.273643,1.221496,1.139977,1.139977,False,46.897184,0.609869,79,28.588918,22.446575,1980-09-27,1996-11-23,116.638912,False,144.95006,False
Nebraska,1997,1997-08-23,1.153778,1.149333,1.139977,1.139977,False,63.140796,0.677907,111,58.731165,50.903364,1980-09-13,1996-11-29,227.677783,False,238.12335,False
Iowa State,1997,1997-08-23,1.162675,1.154438,1.139977,1.139977,False,52.6678,0.637102,92,20.443952,17.583554,1980-09-13,1996-11-16,52.065395,False,54.78056,False
Oklahoma State,1997,1997-08-23,1.081446,1.103982,1.139977,1.139977,False,47.917661,0.614978,84,23.924934,22.1231,1980-10-04,1996-11-23,47.816212,False,37.47051,False
Tulsa,1997,1997-08-23,1.210584,1.178615,1.139977,1.139977,False,36.258324,0.547227,59,19.817895,16.370521,1980-09-13,1996-11-09,70.543576,False,83.248002,False
Texas,1997,1997-08-23,1.263857,1.221104,1.139977,1.139977,False,56.927342,0.654884,100,42.283412,33.455841,1980-09-01,1996-11-29,123.794785,False,150.598382,False
Texas A&M,1997,1997-08-23,1.150524,1.146815,1.139977,1.139977,False,55.317195,0.648371,95,44.36974,38.564813,1980-09-20,1996-11-16,124.003219,False,127.557625,False
Baylor,1997,1997-08-23,1.057731,1.08894,1.139977,1.139977,False,49.061845,0.62055,84,29.953845,28.318951,1980-10-04,1996-11-16,46.132555,False,29.717695,False
TCU,1997,1997-08-23,1.114854,1.124035,1.139977,1.139977,False,52.092217,0.634557,91,25.023856,22.445863,1980-09-13,1996-11-16,49.976014,False,46.314953,False
Texas Tech,1997,1997-08-23,1.221972,1.192552,1.139977,1.139977,False,53.610231,0.641192,93,32.834254,26.869885,1980-09-06,1996-11-16,87.184936,False,100.789806,False
Houston,1997,1997-08-23,1.120147,1.127693,1.139977,1.139977,False,48.836659,0.619466,86,24.547273,21.914334,1980-09-20,1996-11-16,58.214512,False,54.792548,False
